Nombre,Alias,Posición,Club,Nación,Liga,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Precio
Armando Broja,Broja,ST++,Chelsea,Albania,Premier League,73,74,73,53,72,30,75,2880
Jorge Broun,Broun,GK++,Rosario Central,Argentina,Libertadores,73,71,71,70,73,41,75,3120
Facundo Buonanotte,Buonanotte,RM++,Leicester City,Argentina,Premier League,73,75,67,70,76,30,52,2880
Gianluca Busio,Busio,CM++,Venezia,United States,Serie A TIM,73,73,64,72,76,63,65,3120
Nahuel Bustos,Bustos,ST++,San Lorenzo,Argentina,Libertadores,73,83,73,67,76,33,69,3120
Juan José Cáceres,Cáceres,RB++,Lanús,Paraguay,Sudamericana,73,84,45,62,66,70,70,2880
Luca Caldirola,Caldirola,CB++,Monza,Italy,Serie A TIM,73,32,42,63,59,76,65,2880
Fernando Calero Villa,Calero,CB++,RCD Espanyol,Spain,LALIGA EA SPORTS,73,62,42,65,65,73,69,2880
Alexander Callens,Callens,CB++,AEK Athens,Peru,Hellas Liga,73,72,53,50,57,72,78,2880
Daniel Pedro Calvo Sanromán,Dani Calvo,CB++,R. Oviedo,Spain,LALIGA HYPERMOTION,73,52,46,55,55,73,80,2880
Lamine Camara,Camara,CM++,AS Monaco,Senegal,Ligue 1 Uber Eats,73,79,65,73,74,57,59,3120
Mohamed Ali Camara,Camara,CB++,BSC Young Boys,Guinea,CSSL,73,69,35,51,45,71,84,2880
Sergio Camello Pérez,Sergio Camello,ST++,Rayo Vallecano,Spain,LALIGA EA SPORTS,73,70,74,65,75,28,56,2880
Jorman Campuzano,Campuzano,CDM++,Atl. Nacional,Colombia,Liga Colombia,73,72,40,60,65,71,72,2880
Alexis Canelo,Canelo,LM++,Independiente,Argentina,LPF,73,86,74,68,72,28,73,3120
Sergi Canós Tenés,Sergi Canós,LM++,Valencia CF,Spain,LALIGA EA SPORTS,73,71,73,71,74,60,72,3120
Gabriel Carabajal,Carabajal,CAM++,Newell's,Argentina,LPF,73,72,71,71,76,42,65,2880
Edwin Cardona,Cardona,CAM++,Atl. Nacional,Colombia,Liga Colombia,73,47,73,76,73,33,67,2880
Irvin Cardona,Cardona,ST++,RCD Espanyol,France,LALIGA EA SPORTS,73,84,72,66,72,28,64,2880
Julián Carranza,Carranza,ST++,Feyenoord,Argentina,Eredivisie,73,71,73,60,71,42,76,2880
Guido Carrillo,Carrillo,ST++,Estudiantes,Argentina,Libertadores,73,42,75,56,70,45,78,2880
Federico Carrizo,Carrizo,CAM++,Cerro Porteño,Argentina,Libertadores,73,83,71,70,75,46,64,3120
Wanderson Carvalho Oliveira,Wanderson,LB++,Pohang Steelers,Brazil,K League 1,73,87,64,67,73,65,73,3120
Cristian Cásseres Jr,Cásseres Jr,CDM++,Toulouse FC,Venezuela,Ligue 1 Uber Eats,73,77,64,67,71,72,74,3120
Santiago Castro,Castro,ST++,Bologna,Argentina,Serie A TIM,73,79,73,59,73,40,65,2880
Federico Ceccherini,Ceccherini,CB++,Hellas Verona,Italy,Serie A TIM,73,62,48,57,63,74,72,2880
Farouk Chafaï,Chafaï,CB++,Damac FC,Algeria,ROSHN Saudi League,73,41,57,49,49,75,82,2880
Tjaronn Chery,Chery,CAM++,Royal Antwerp FC,Suriname,1A Pro League,73,59,75,71,75,29,68,2880
Alessandro Circati,Circati,CB++,Parma,Australia,Serie A TIM,73,61,35,53,49,74,74,2880
Elias Cobbaut,Cobbaut,CB++,Parma,Belgium,Serie A TIM,73,68,41,68,68,71,78,2880
Lorenzo Colombo,Colombo,ST++,Empoli,Italy,Serie A TIM,73,68,75,51,70,29,72,2880
Nazareno Colombo,Colombo,CB++,Racing Club,Argentina,Sudamericana,73,63,39,52,54,74,79,2880
Derlis González,González,ST++,Olimpia,Paraguay,Sudamericana,73,81,75,71,76,44,64,3120
José Gragera Amado,José Gragera,CDM++,RCD Espanyol,Spain,LALIGA EA SPORTS,73,59,50,66,66,74,75,2880
Archie Gray,Gray,CDM++,Spurs,England,Premier League,73,75,60,70,74,70,72,3120
Ivo Grbić,Grbić,GK++,Sheffield Utd,Croatia,EFL Championship,73,74,70,73,73,32,72,2880
Ilia Gruev,Gruev,CDM++,Leeds United,Bulgaria,EFL Championship,73,67,48,69,71,70,68,2880
Hugo Guillamón Sammartín,Hugo Guillamón,CDM++,Valencia CF,Spain,LALIGA EA SPORTS,73,57,53,67,64,74,71,2880
Manuel Gulde,Gulde,CB++,SC Freiburg,Germany,Bundesliga,73,57,40,51,56,75,69,2880
Gerard Gumbau Garriga,Gumbau,CM++,Rayo Vallecano,Spain,LALIGA EA SPORTS,73,53,66,76,69,72,68,3120
Günay Güvenç,Güvenç,GK++,Galatasaray,Türkiye,Trendyol Süper Lig,73,72,71,71,75,55,70,3120
Lewis Hall,Hall,LB++,Newcastle Utd,England,Premier League,73,74,62,74,75,68,59,3120
Tarek Hamed,Hamed,CDM++,Damac FC,Egypt,ROSHN Saudi League,73,64,58,65,66,72,83,3120
Jorrel Hato,Hato,CB++,Ajax,Netherlands,Eredivisie,73,86,39,66,72,74,70,3120
Lukáš Hejda,Hejda,CB++,Viktoria Plzeň,Czechia,Česká Liga,73,54,35,54,62,73,79,2880
Wesley Hoedt,Hoedt,CB++,Al Shabab,Netherlands,ROSHN Saudi League,73,56,46,69,60,74,75,2880
Casper Højer,Højer,LB++,Çaykur Rizespor,Denmark,Trendyol Süper Lig,73,74,69,75,70,67,73,3120
Rob Holding,Holding,CB++,Crystal Palace,England,Premier League,73,47,34,58,63,75,69,2880
Lucas Höler,Höler,ST++,SC Freiburg,Germany,Bundesliga,73,69,73,54,63,51,79,2880
Tomi Horvat,Horvat,CAM++,SK Sturm Graz,Slovenia,Ö. Bundesliga,73,75,70,71,76,53,68,3120
Trai Hume,Hume,RB++,Sunderland,Northern Ireland,EFL Championship,73,81,37,61,67,70,79,2880
Samuel Iling-Junior,Iling-Junior,LM++,Aston Villa,England,Premier League,73,81,61,69,78,37,55,2880
Marcus Ingvartsen,Ingvartsen,ST++,FC Nordsjælland,Denmark,3F Superliga,73,62,77,67,73,38,72,2880
Cedric Itten,Itten,ST++,BSC Young Boys,Switzerland,CSSL,73,69,73,62,67,36,80,2880
Pontus Jansson,Jansson,CB++,Malmö FF,Sweden,Allsvenskan,73,49,45,51,59,73,81,2880
Ardon Jashari,Jashari,CDM++,Club Brugge,Switzerland,1A Pro League,73,68,64,71,72,68,80,3120
Rafael Jiménez Jarque,Fali,CB++,Cádiz CF,Spain,LALIGA HYPERMOTION,73,43,53,67,57,70,87,2880
Ben Johnson,Johnson,RB++,Ipswich,England,Premier League,73,72,40,63,68,73,71,2880
Paul Joly,Joly,RB++,AJ Auxerre,France,Ligue 1 Uber Eats,73,66,34,60,58,73,72,2880
Erik Jorgens de Menezes,Erik,LB++,Al Ain FC,Brazil,United Emirates League,73,85,51,69,74,65,74,3120
Christopher Jullien,Jullien,CB++,Montpellier,France,Ligue 1 Uber Eats,73,54,50,62,56,72,77,2880
Anthony Jung,Jung,CB++,SV Werder Bremen,Germany,Bundesliga,73,63,62,65,66,74,74,3120
Matěj Jurásek,Jurásek,RW++,Slavia Praha,Czechia,Česká Liga,73,81,71,67,74,54,70,3120
David Jurásek,Jurásek,LB++,TSG Hoffenheim,Czechia,Bundesliga,73,82,61,68,72,67,75,3120
Julian Justvan,Justvan,RM++,1. FC Nürnberg,Germany,Bundesliga 2,73,83,60,71,75,53,53,2880
Issa Kaboré,Kaboré,RB++,Manchester City,Burkina Faso,Premier League,73,87,39,63,72,65,74,3120
Hassane Kamara,Kamara,LB++,Udinese,Côte d'Ivoire,Serie A TIM,73,82,59,67,73,67,74,3120
Jakub Kamiński,Kamiński,LM++,VfL Wolfsburg,Poland,Bundesliga,73,82,64,66,77,48,58,2880
Kenan Karaman,Karaman,CAM++,FC Schalke 04,Türkiye,Bundesliga 2,73,76,71,67,74,28,72,2880
Grigoris Kastanos,Kastanos,CAM++,Hellas Verona,Cyprus,Serie A TIM,73,76,70,72,75,55,65,3120
Ilan Kebbal,Kebbal,CAM++,Paris FC,Algeria,Ligue 2 BKT,73,77,66,71,78,24,53,2880
Tomasz Kędziora,Kędziora,CB++,PAOK FC,Poland,Hellas Liga,73,76,45,65,65,72,75,2880
Reda Khadra,Khadra,CAM++,Stade de Reims,Germany,Ligue 1 Uber Eats,73,85,67,68,77,48,67,3120
Seung Gyu Kim,Kim Seung Gyu,GK++,Al Shabab,Korea Republic,ROSHN Saudi League,73,75,65,70,76,36,71,2880
Hervé Koffi,Koffi,GK++,RC Lens,Burkina Faso,Ligue 1 Uber Eats,73,75,69,68,76,56,67,3120
Luca Warrick Koleosho,Koleosho,LM++,Burnley,Italy,EFL Championship,73,90,63,64,76,30,50,2880
Rominigue Kouamé,Kouamé,CM++,Cádiz CF,Mali,LALIGA HYPERMOTION,73,68,56,69,73,70,79,3120
Boubakar Kouyaté,Kouyaté,CB++,Montpellier,Mali,Ligue 1 Uber Eats,73,61,36,50,58,73,76,2880
Vladan Kovacević,Kovacević,GK++,Sporting CP,Serbia,Liga Portugal,73,74,70,75,76,37,77,3120
Emil Krafth,Krafth,RB++,Newcastle Utd,Sweden,Premier League,73,53,58,68,70,75,70,2880
Elias Jelert Kristensen,Elias Jelert,RB++,Galatasaray,Denmark,Trendyol Süper Lig,73,85,57,68,73,66,73,3120
Tim Krul,Krul,GK++,Luton Town,Netherlands,EFL Championship,73,73,72,71,76,37,71,3120
Nicolas Kühn,Kühn,RW++,Celtic,Germany,cinch Prem,73,88,67,66,76,25,66,2880
Bas Kuipers,Kuipers,LB++,FC Twente,Netherlands,Eredivisie,73,67,44,65,68,70,75,2880
Daniel-Kofi Kyereh,Kyereh,CAM++,SC Freiburg,Ghana,Bundesliga,73,74,70,66,78,31,56,2880
Nediljko Labrović,Labrović,GK++,FC Augsburg,Croatia,Bundesliga,73,76,70,63,74,40,73,2880
Stefan Lainer,Lainer,RB++,M'gladbach,Austria,Bundesliga,73,70,62,65,67,73,75,3120
Carlos Lampe,Lampe,GK++,Bolívar,Bolivia,Libertadores,73,72,71,69,74,34,75,2880
Gianluca Lapadula,Lapadula,ST++,Cagliari,Peru,Serie A TIM,73,68,73,61,72,39,71,2880
Julien Laporte,Laporte,CB++,FC Lorient,France,Ligue 2 BKT,73,37,29,46,50,74,81,2880
Jacob Bruun Larsen,Larsen,LM++,TSG Hoffenheim,Denmark,Bundesliga,73,81,72,70,73,55,66,3120
Jens Stryger Larsen,Larsen,RB++,Malmö FF,Denmark,Allsvenskan,73,76,60,66,69,69,79,3120
Juan Miguel Latasa Fernández,Latasa,ST++,R. Valladolid CF,Spain,LALIGA EA SPORTS,73,69,73,55,67,22,68,2880
Valentino Lazaro,Lazaro,LM++,Torino,Austria,Serie A TIM,73,71,69,73,74,64,65,3120
Mathew Leckie,Leckie,LM++,Melbourne City,Australia,A-League,73,82,68,68,75,63,78,3120
Tomás Lemos Araújo,Tomás Araújo,CB++,SL Benfica,Portugal,Liga Portugal,73,79,29,65,66,72,79,2880
Théo Leoni,Leoni,CM++,RSC Anderlecht,Belgium,1A Pro League,73,70,67,73,71,64,63,3120
Mateusz Lis,Lis,GK++,Göztepe,Poland,Trendyol Süper Lig,73,75,73,68,74,27,75,2880
Tom Lockyer,Lockyer,CB++,Luton Town,Wales,EFL Championship,73,53,36,54,61,74,78,2880
Nicolás Lodeiro,Lodeiro,CAM++,Orlando City,Uruguay,MLS,73,57,71,76,74,49,66,2880
Eray Cömert,Cömert,CB++,R. Valladolid CF,Switzerland,LALIGA EA SPORTS,73,71,49,62,56,73,77,2880
Diego José Conde Alcolado,Diego Conde,GK++,Villarreal CF,Spain,LALIGA EA SPORTS,73,73,73,64,74,43,73,3120
Jake Cooper,Cooper,CB++,Millwall,England,EFL Championship,73,51,32,48,53,72,83,2880
Claudio Corvalán,Corvalán,CB++,Unión,Argentina,LPF,73,60,54,66,63,71,80,2880
Nicolas Cozza,Cozza,LB++,VfL Wolfsburg,France,Bundesliga,73,73,41,61,70,74,68,2880
Maxime Crépeau,Crépeau,GK++,Portland Timbers-Thorns,Canada,MLS,73,74,71,70,75,49,71,3120
Miguel Crespo da Silva,Miguel Crespo,CM++,Başakşehir,Portugal,Trendyol Süper Lig,73,70,64,72,74,72,76,3120
Francisco Jesús Crespo García,Pejiño,RM++,UD Las Palmas,Spain,LALIGA EA SPORTS,73,92,74,68,74,36,60,3120
Leonardo Filipe Cruz Lelo,Leonardo Lelo,LM++,Casa Pia AC,Portugal,Liga Portugal,73,82,57,64,73,67,70,3120
Danny da Costa,da Costa,RB++,1. FSV Mainz 05,Germany,Bundesliga,73,75,56,64,69,70,79,3120
Abner Vinícius da Silva Santos,Abner Vinícius,LB++,OL,Brazil,Ligue 1 Uber Eats,73,82,52,72,73,66,63,3120
Gustavo da Silva Sousa,Gustavo,ST++,Shanghai Port,Brazil,CSL,73,75,73,51,66,24,80,2880
Gabriel Dal Toé Busanello,Busanello,LB++,Malmö FF,Brazil,Allsvenskan,73,75,57,71,70,67,81,3120
Mikkel Damsgaard,Damsgaard,CM++,Brentford,Denmark,Premier League,73,81,69,71,78,61,65,3120
Marcus Danielson,Danielson,CB++,Djurgårdens IF,Sweden,Allsvenskan,73,43,37,48,52,74,77,2880
Josh Dasilva,Dasilva,CM++,Brentford,England,Premier League,73,71,71,72,74,64,74,3120
Paweł Dawidowicz,Dawidowicz,CB++,Hellas Verona,Poland,Serie A TIM,73,50,48,62,63,74,74,2880
Miguel de la Fuente,Miguel,ST++,CD Leganés,Spain,LALIGA EA SPORTS,73,71,73,54,73,31,77,2880
Jeffrey de Lange,de Lange,GK++,OM,Netherlands,Ligue 1 Uber Eats,73,73,69,74,73,56,73,3120
Cláudio Pires de Morais Ramos,Cláudio Ramos,GK++,FC Porto,Portugal,Liga Portugal,73,78,72,64,72,55,72,3120
Felipe de Sousa Silva,Felipe Silva,ST++,Rongcheng FC,Brazil,CSL,73,75,71,59,68,28,85,2880
Jason Denayer,Denayer,CB++,Al Fateh,Belgium,ROSHN Saudi League,73,69,42,64,65,73,75,2880
Ersin Destanoğlu,Destanoğlu,GK++,Beşiktaş,Türkiye,Trendyol Süper Lig,73,73,74,68,73,38,74,3120
Tiago Manuel Dias Correia,Bebé,LM++,Rayo Vallecano,Cape Verde Islands,LALIGA EA SPORTS,73,81,76,70,71,41,83,3120
Sinaly Diomandé,Diomandé,CB++,OL,Côte d'Ivoire,Ligue 1 Uber Eats,73,65,46,61,58,73,76,2880
Matt Doherty,Doherty,RB++,Wolves,Republic of Ireland,Premier League,73,67,65,69,69,72,73,3120
Nery Domínguez,Domínguez,CB++,Lanús,Argentina,Sudamericana,73,51,61,70,68,73,72,2880
Cecilio Domínguez,Domínguez,LM++,Cerro Porteño,Paraguay,Libertadores,73,79,72,69,73,44,70,3120
Olávio Vieira dos Santos Júnior,Juninho Vieira,ST++,Qarabağ FK,Brazil,Liga Azerbaijan,73,86,74,61,70,30,63,2880
Carlos Miguel dos Santos Pereira,Carlos Miguel,GK++,Nott'm Forest,Brazil,Premier League,73,71,74,69,71,17,73,2880
Kamory Doumbia,Doumbia,CAM++,Stade de Reims,Mali,Ligue 1 Uber Eats,73,69,67,70,76,57,59,2880
Patrick Drewes,Drewes,GK++,VfL Bochum,Germany,Bundesliga,73,74,71,67,75,30,71,2880
Joël Drommel,Drommel,GK++,PSV,Netherlands,Eredivisie,73,74,72,76,75,51,71,3120
Shane Duffy,Duffy,CB++,Norwich,Republic of Ireland,EFL Championship,73,34,47,50,48,74,77,2880
Noë Dussenne,Dussenne,CB++,Lausanne-Sport,Belgium,CSSL,73,32,40,52,52,75,77,2880
Sampson Dweh,Dweh,CB++,Viktoria Plzeň,Liberia,Česká Liga,73,72,32,59,66,73,75,2880
Youssef El Arabi,El Arabi,ST++,Apoel FC,Morocco,Liga Cyprus,73,59,76,65,72,37,64,2880
Omar El Hilali,El Hilali,RB++,RCD Espanyol,Morocco,LALIGA EA SPORTS,73,82,41,63,67,70,73,2880
Emanuel Emegha,Emegha,ST++,Strasbourg,Netherlands,Ligue 1 Uber Eats,73,81,71,56,69,30,74,2880
Julio César Enciso,Enciso,CAM++,Brighton,Paraguay,Premier League,73,77,72,68,78,32,50,2880
Samuel Essende,Essende,ST++,FC Augsburg,France,Bundesliga,73,74,71,49,67,26,82,2880
Francisco Femenía Far,Kiko Femenía,RB++,Villarreal CF,Spain,LALIGA EA SPORTS,73,69,56,69,67,71,65,2880
Edimilson Fernandes,Fernandes,CB++,1. FSV Mainz 05,Switzerland,Bundesliga,73,69,65,70,72,76,68,3120
Federico Fernández,Fernández,CB++,Estudiantes,Argentina,Libertadores,73,36,34,58,57,75,76,2880
Nicolás Fernández,Fernández,CM++,Godoy Cruz,Uruguay,LPF,73,81,61,71,75,64,80,3120
Carlos Fernández Luna,Carlos Fernández,ST++,Real Sociedad,Spain,LALIGA EA SPORTS,73,67,75,64,73,27,67,2880
Andrés Eduardo Fernández Moreno,Andrés Fernández,GK++,Levante UD,Spain,LALIGA HYPERMOTION,73,71,70,70,75,57,76,3120
Héctor Junior Firpo Adamés,Junior Firpo,LB++,Leeds United,Dominican Republic,EFL Championship,73,73,60,67,69,70,73,3120
Wes Foderingham,Foderingham,GK++,West Ham,England,Premier League,73,74,71,72,75,44,72,3120
Thomas Foket,Foket,RB++,RSC Anderlecht,Belgium,1A Pro League,73,69,57,68,71,71,71,3120
Alejandro Francés Torrijo,Francés,CB++,Girona FC,Spain,LALIGA EA SPORTS,73,78,45,64,63,73,76,2880
Nicolás Freire,Freire,CB++,Inter Miami CF,Argentina,MLS,73,67,29,45,54,72,81,2880
Iván Fresneda Corraliza,Fresneda,RB++,Sporting CP,Spain,Liga Portugal,73,75,41,60,74,72,69,2880
Marvin Friedrich,Friedrich,CB++,M'gladbach,Germany,Bundesliga,73,62,41,57,50,75,71,2880
Kanya Fujimoto,Fujimoto,CAM++,Gil Vicente,Japan,Liga Portugal,73,79,67,72,74,52,51,2880
Manuel Fuster Lázaro,Manu Fuster,LM++,UD Las Palmas,Spain,LALIGA EA SPORTS,73,78,68,73,71,52,48,2880
Gianluca Gaetano,Gaetano,CAM++,SSC Napoli,Italy,Serie A TIM,73,63,70,71,75,51,61,2880
Gauthier Gallon,Gallon,GK++,Stade Rennais FC,France,Ligue 1 Uber Eats,73,74,71,72,75,40,73,3120
Javier García,García,GK++,Boca Juniors,Argentina,Sudamericana,73,75,68,75,74,37,72,3120
Federico Gattoni,Gattoni,CB++,River Plate,Argentina,Libertadores,73,71,60,59,64,74,75,3120
Abdulrahman Ghareeb,Ghareeb,LM++,Al Nassr,Saudi Arabia,ROSHN Saudi League,73,84,62,67,77,25,57,2880
Faouzi Ghoulam,Ghoulam,LB++,Hatayspor,Algeria,Trendyol Süper Lig,73,62,65,72,70,72,68,3120
Benedikt Gimber,Gimber,CB++,Heidenheim,Germany,Bundesliga,73,64,48,59,57,74,77,2880
Sergi Gómez Solà,Sergi Gómez,CB++,RCD Espanyol,Spain,LALIGA EA SPORTS,73,61,46,61,59,73,72,2880
Fábio Gonçalves Abreu,Fábio Abreu,ST++,Beijing Guoan,Angola,CSL,73,78,73,55,69,26,76,2880
Tiago Manuel Dias Correia,Bebé,LM++,Racing de Ferrol,Cape Verde Islands,LALIGA HYPERMOTION,73,81,76,70,71,41,83,3120
Anthony Partipilo,Partipilo,RM++,Frosinone,Italy,Serie BKT,73,85,70,68,72,43,69,3120
Federico Ceccherini,Ceccherini,CB++,Cremonese,Italy,Serie BKT,73,62,48,57,63,74,72,2880
Edimilson Fernandes,Fernandes,CB++,Stade Brestois 29,Switzerland,Ligue 1 Uber Eats,73,69,65,70,72,76,68,3120
Carlos Fernández Luna,Carlos Fernández,ST++,Cádiz CF,Spain,LALIGA HYPERMOTION,73,67,75,64,73,27,67,2880
Oliver Abildgaard,Abildgaard,CDM++,Pisa,Denmark,Serie BKT,73,55,64,68,70,70,81,3120
Chiedozie Ogbene,Ogbene,RB++,Ipswich,Republic of Ireland,Premier League,73,91,65,66,74,64,78,3120
Elias Cobbaut,Cobbaut,CB++,Sparta Praha,Belgium,Česká Liga,73,68,41,68,68,71,78,2880
Miha Zajc,Zajc,CM++,Toulouse FC,Slovenia,Ligue 1 Uber Eats,73,66,75,74,74,64,64,3120
Ao Tanaka,Tanaka,CDM++,Leeds United,Japan,EFL Championship,73,68,67,69,72,70,70,3120
Mama Samba Baldé,Mama Baldé,ST++,Stade Brestois 29,Guinea-Bissau,Ligue 1 Uber Eats,73,85,71,65,72,49,76,3120
Marco Richter,Richter,RM++,Hamburger SV,Germany,Bundesliga 2,73,73,73,68,77,48,63,3120
Nicolas Cozza,Cozza,LB++,FC Nantes,France,Ligue 1 Uber Eats,73,73,41,61,70,74,68,2880
Vivaldo Neto,Neto Borges,LB++,Middlesbrough,Brazil,EFL Championship,73,70,50,66,72,69,80,3120
Gianluca Gaetano,Gaetano,CAM++,Cagliari,Italy,Serie A TIM,73,63,70,71,75,51,61,2880
Fábio Daniel Soares Silva,Fábio Silva,ST++,UD Las Palmas,Portugal,LALIGA EA SPORTS,73,74,73,58,74,31,72,2880
Issa Kaboré,Kaboré,RB++,SL Benfica,Burkina Faso,Liga Portugal,73,87,39,63,72,65,74,3120
Armando Broja,Broja,ST++,Everton,Albania,Premier League,73,74,73,53,72,30,75,2880
Erik Jorgens de Menezes,Erik,LB++,Al Ain FC,United Arab Emirates,United Emirates League,73,85,51,69,74,65,74,3120
Sinaly Diomandé,Diomandé,CB++,AJ Auxerre,Côte d'Ivoire,Ligue 1 Uber Eats,73,65,46,61,58,73,76,2880
Ivo Grbić,Grbić,GK++,Çaykur Rizespor,Croatia,Trendyol Süper Lig,73,74,70,73,73,32,72,2880
Zeki Amdouni,Amdouni,ST++,SL Benfica,Switzerland,Liga Portugal,73,69,74,69,75,46,70,3120
Serdar Saatçı,Saatçı,CB++,Trabzonspor,Türkiye,Trendyol Süper Lig,73,69,30,49,61,73,76,2880
Kamory Doumbia,Doumbia,CAM++,Stade Brestois 29,Mali,Ligue 1 Uber Eats,73,69,67,70,76,57,59,2880
Samuel Iling-Junior,Iling-Junior,LM++,Bologna,England,Serie A TIM,73,81,61,69,78,37,55,2880
Ângelo Gabriel Borges Damaceno,Ângelo,RM++,Al Nassr,Brazil,ROSHN Saudi League,73,84,60,69,80,30,45,2880
Emre Mor,Mor,RM++,Eyüpspor,Türkiye,Trendyol Süper Lig,73,88,65,65,81,38,57,2880
Axel Tuanzebe,Tuanzebe,CB++,Ipswich,Congo DR,Premier League,73,80,36,62,68,72,70,2880
Samuel Essende,Essende,ST++,FC Augsburg,Congo DR,Bundesliga,73,74,71,49,67,26,82,2880
Mads Roerslev,Roerslev,RB++,VfL Wolfsburg,Denmark,Bundesliga,73,68,45,69,70,70,70,2880
Julio César Enciso,Enciso,CAM++,Ipswich,Paraguay,Premier League,73,77,72,68,78,32,50,2880
Ben Brereton Díaz,Brereton Díaz,LW++,Sheffield Utd,Chile,EFL Championship,73,80,73,66,73,41,78,3120
Rominigue Kouamé,Kouamé,CM++,Chicago Fire FC,Mali,MLS,73,68,56,69,73,70,79,3120
Leonardo Sernicola,Sernicola,RB++,Pisa,Italy,Serie BKT,73,70,58,70,71,68,71,3120
Nicolás Freire,Freire,CB++,Independiente,Argentina,LPF,73,67,29,45,54,72,81,2880
Lazare Amani,Amani,CM++,Standard Liège,Côte d'Ivoire,1A Pro League,73,77,65,70,79,66,70,3120
Bamo Meïté,Meïté,CB++,Montpellier,Côte d'Ivoire,Ligue 1 Uber Eats,73,54,33,47,58,75,70,2880
Valentín Barco,Barco,LB++,Strasbourg,Argentina,Ligue 1 Uber Eats,73,76,50,75,77,65,60,3120
Siebe Van der Heyden,Van der Heyden,CB++,FC St. Pauli,Belgium,Bundesliga,73,59,34,57,53,74,74,2880
Mohamed Bayo,Bayo,ST++,Royal Antwerp FC,Guinea,1A Pro League,73,67,75,60,72,26,65,2880
Samuel Iling-Junior,Iling-Junior,LM++,Middlesbrough,England,EFL Championship,73,81,61,69,78,37,55,2880
Kamil Piatkowski,Piatkowski,CB++,Kasımpaşa,Poland,Trendyol Süper Lig,73,80,47,64,68,70,82,3120
Mark Travers,Travers,GK++,Middlesbrough,Republic of Ireland,EFL Championship,73,73,69,70,76,40,73,3120
Francisco Jesús Crespo García,Pejiño,RM++,Elche CF,Spain,LALIGA HYPERMOTION,73,92,74,68,74,36,60,3120
Carles Aleñá Castillo,Aleñá,CM++,D. Alavés,Spain,LALIGA EA SPORTS,73,67,69,72,75,58,60,3120
Rob Holding,Holding,CB++,Sheffield Utd,England,EFL Championship,73,47,34,58,63,75,69,2880
Abdelhamid Sabiri,Sabiri,CAM++,Al Taawoun,Morocco,ROSHN Saudi League,73,59,71,71,75,59,74,3120
Irvin Cardona,Cardona,ST++,AS Saint-Étienne,France,Ligue 1 Uber Eats,73,84,72,66,72,28,64,2880
Iker Losada Aragunde,Iker Losada,RM++,RC Celta,Spain,LALIGA EA SPORTS,73,76,73,73,71,34,55,2880
Roger Martínez,Martínez,ST++,Al Taawoun,Colombia,ROSHN Saudi League,73,73,73,66,76,41,78,3120
Matej Jurásek,Jurásek,RW++,Norwich,Czechia,EFL Championship,73,81,71,67,74,54,70,3120
Devyne Rensch,Rensch,RB++,AS Roma,Netherlands,Serie A TIM,73,74,56,66,70,72,67,3120
Jakub Moder,Moder,CM++,Feyenoord,Poland,Eredivisie,73,61,70,74,72,70,71,3120
Jonas Urbig,Urbig,GK++,FC Bayern München,Germany,Bundesliga,73,75,71,68,76,32,75,2880
Lennard Maloney,Maloney,CDM++,1. FSV Mainz 05,United States,Bundesliga,73,64,44,56,60,75,86,2880
Gabriel Carabajal,Carabajal,CAM++,Sarmiento,Argentina,LPF,73,72,71,71,76,42,65,2880
Luciano Lollo,Lollo,CB++,Newell's,Argentina,LPF,73,35,49,53,57,75,71,2880
Kevin Diks,Diks,CB++,F.C. København,Netherlands,3F Superliga,72,74,56,65,68,71,77,2730
Abdelkabir Abqar,Abqar,CB++,D. Alavés,Morocco,LALIGA EA SPORTS,72,46,31,49,53,74,67,2520
Gonzalo Abrego,Abrego,CM++,Godoy Cruz,Argentina,LPF,72,64,60,70,72,65,80,2730
Frank Acheampong,Acheampong,ST++,Henan SSLM FC,Ghana,CSL,72,91,72,67,78,44,77,2730
Lautaro Acosta,Acosta,CAM++,Lanús,Argentina,Sudamericana,72,82,68,70,75,53,60,2730
Felix Agu,Agu,LB++,SV Werder Bremen,Germany,Bundesliga,72,85,47,60,75,66,62,2520
Kesen Ai,Ai Kesen,LW++,Rongcheng FC,China PR,CSL,72,80,75,67,74,48,79,2730
Carlos Akapo Martínez,Akapo,RB++,SJ Earthquakes,Equatorial Guinea,MLS,72,83,55,61,70,70,74,2730
Yunus Akgün,Akgün,RM++,Galatasaray,Türkiye,Trendyol Süper Lig,72,88,65,64,76,30,59,2520
Marvin Olawale Akinlabi Park,Marvin,RM++,UD Las Palmas,Spain,LALIGA EA SPORTS,72,88,61,68,71,60,71,2730
Paul Akouokou,Akouokou,CDM++,OL,Côte d'Ivoire,Ligue 1 Uber Eats,72,54,56,68,70,71,63,2520
Bandar Al Ahbabi,Al Ahbabi,RB++,Al Ain FC,United Arab Emirates,United Emirates League,72,83,55,71,71,65,53,2520
Danijel Aleksić,Aleksić,CM++,Konyaspor,Serbia,Trendyol Süper Lig,72,68,76,72,75,51,74,2730
Tadeo Allende,Allende,RM++,RC Celta,Argentina,LALIGA EA SPORTS,72,80,74,65,69,36,73,2520
Francisco Álvarez,Álvarez,CB++,Argentinos Jrs.,Argentina,Sudamericana,72,64,31,46,57,73,74,2520
Robson Alves de Barros,Robson Bambu,CB++,SC Braga,Brazil,Liga Portugal,72,73,40,54,61,74,67,2520
