Nombre,Alias,Posición,Club,Nación,Liga,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Precio
Kieron Bowie,Bowie,ST++,Hibernian,Scotland,cinch Prem,64,75,62,59,63,39,80,-1
Caolán Boyd-Munce,Boyd-Munce,CM++,St. Mirren,Northern Ireland,cinch Prem,64,61,55,61,64,58,63,-1
William Boyle,Boyle,CB++,Wrexham AFC,England,EFL League One,64,46,29,44,48,62,78,-1
Oliver Braude,Braude,RB++,sc Heerenveen,Norway,Eredivisie,64,66,46,61,62,58,61,-1
Zachary Brault-Guillard,Brault-Guillard,RM++,FC Lugano,Canada,CSSL,64,88,58,56,63,60,67,-1
Pedro Bravo,Bravo,CM++,FC Midtjylland,Colombia,3F Superliga,64,72,52,55,62,58,63,-1
Leandro Brey,Brey,GK++,Boca Juniors,Argentina,Sudamericana,64,64,60,50,65,29,65,-1
Sebastian Breza,Breza,GK++,CF Montréal,Canada,MLS,64,63,64,50,68,33,62,-1
Joshua Brillante,Brillante,CDM++,WS Wanderers,Australia,A-League,64,47,55,60,62,60,80,-1
Ethan Bristow,Bristow,LB++,Minnesota United,St. Kitts and Nevis,MLS,64,82,38,55,58,56,71,-1
Bennit Bröger,Bröger,CAM++,VfL Wolfsburg,Germany,Bundesliga,64,66,45,59,73,35,41,-1
Jevani Brown,Brown,ST++,Bristol Rovers,Jamaica,EFL League One,64,79,62,60,64,45,68,-1
Jordan Brown,Brown,CDM++,Leyton Orient,England,EFL League One,64,66,41,56,60,61,71,-1
Lewis Brunt,Brunt,CB++,Wrexham AFC,England,EFL League One,64,77,44,56,62,62,72,-1
Omar Bugiel,Bugiel,ST++,AFC Wimbledon,Lebanon,EFL League Two,64,67,62,51,59,37,85,-1
Teal Bunbury,Bunbury,ST++,Nashville SC,United States,MLS,64,67,65,59,62,41,73,-1
Finley Burns,Burns,CDM++,Hull City,England,EFL Championship,64,58,36,52,59,63,67,-1
Marco Bustos,Bustos,RM++,IFK Värnamo,Canada,Allsvenskan,64,69,61,61,66,26,53,-1
Elvis Bwomono,Bwomono,RB++,St. Mirren,Uganda,cinch Prem,64,82,42,54,62,57,68,-1
Jun Soo Byeon,Byeon Jun Soo,CB++,GwangJu FC,Korea Republic,K League 1,64,79,28,38,50,62,80,-1
Gustavo Caballero,Caballero,RM++,Club Nacional,Paraguay,Sudamericana,64,74,56,55,68,28,58,-1
Diego Caballo Alonso,Diego Caballo,LB++,AaB,Spain,3F Superliga,64,72,56,60,62,58,64,-1
Kévin Cabral,Cabral,LM++,Colorado Rapids,France,MLS,64,85,58,56,66,45,57,-1
Jefferson Caicedo,Caicedo,LM++,Técnico U.,Ecuador,Sudamericana,64,75,56,60,63,23,52,-1
Alejandro Calatrava Torrado,Álex Calatrava,RM++,CD Castellón,Spain,LALIGA HYPERMOTION,64,73,59,60,68,33,49,-1
Josep Calavera Espinach,Calavera,CM++,CD Castellón,Spain,LALIGA HYPERMOTION,64,64,57,60,64,64,68,-1
Drissa Camara,Camara,RM++,Parma,Côte d'Ivoire,Serie A TIM,64,65,57,63,65,54,58,-1
Cole Campbell,Campbell,RM++,Borussia Dortmund,United States,Bundesliga,64,73,57,59,69,26,39,-1
Alexis Cantero,Cantero,LB++,Guaraní,Paraguay,Sudamericana,64,76,27,56,59,59,64,-1
Marko Capan,Capan,CM++,Hajduk Split,Croatia,Liga Hrvatska,64,59,44,69,63,50,60,-1
Osvaldo Pedro Capemba,Capita,LW++,Radomiak Radom,Angola,PKO BP Ekstraklasa,64,75,55,56,71,23,47,-1
Pedro Luis Capó Payeras,Pedro Capó,CB++,Bengaluru FC,Spain,Hero ISL,64,69,50,57,56,63,68,-1
Baily Cargill,Cargill,CB++,Mansfield Town,England,EFL League One,64,65,36,54,58,63,77,-1
Jonas Carls,Carls,LB++,SV Waldhof,Germany,3. Liga,64,82,56,56,64,54,58,-1
Frederik Carlsen,Carlsen,CM++,Silkeborg IF,Denmark,3F Superliga,64,72,61,62,67,57,66,-1
Wikelman Carmona,Carmona,RM++,Red Bulls,Venezuela,MLS,64,80,57,57,69,39,58,-1
Hussein Carneil,Carneil,LW++,IFK Göteborg,Sweden,Allsvenskan,64,69,53,60,68,24,48,-1
Luis Casiani,Casiani,RB++,Caracas F.C.,Venezuela,Libertadores,64,73,49,57,60,59,63,-1
Tommaso Cassandro,Cassandro,RB++,Catanzaro,Italy,Serie BKT,64,63,46,58,62,62,64,-1
Santiago Castañeda,Castañeda,CM++,SC Paderborn 07,United States,Bundesliga 2,64,70,46,60,65,65,60,-1
Henrik Castegren,Castegren,CB++,IK Sirius,Sweden,Allsvenskan,64,56,32,53,52,63,70,-1
Marco Jair Castillo,Castillo,RM++,Técnico U.,Ecuador,Sudamericana,64,79,33,57,63,55,65,-1
Luis Armando Castro,Castro,CM++,Delfín S.C.,Ecuador,Sudamericana,64,59,53,66,65,62,60,-1
Javier Castro Urdín,Javi Castro,CB++,R. Racing Club,Spain,LALIGA HYPERMOTION,64,64,32,42,49,64,69,-1
Daniel Celea,Celea,CB++,FC Botoșani,Romania,SUPERLIGA,64,54,38,40,45,65,71,-1
Jurgen Çelhaka,Çelhaka,CM++,Legia Warszawa,Albania,PKO BP Ekstraklasa,64,64,51,63,63,59,66,-1
Rodrigo Chagas,Chagas,RW++,Nacional,Uruguay,Libertadores,64,75,59,62,64,60,62,-1
Luke Chambers,Chambers,LB++,Wigan Athletic,England,EFL League One,64,65,41,60,63,61,62,-1
Justin Che,Che,RB++,Brøndby IF,United States,3F Superliga,64,73,27,55,62,61,64,-1
Fabio Chiarodia,Chiarodia,CB++,M'gladbach,Italy,Bundesliga,64,66,33,49,56,65,63,-1
Andrei Chindriș,Chindriș,CB++,Lechia Gdańsk,Romania,PKO BP Ekstraklasa,64,63,36,46,46,63,73,-1
Gu Choi,Choi,CB++,ADT,Peru,Sudamericana,64,51,22,38,35,66,69,-1
Ben Chrisene,Chrisene,LB++,Norwich,England,EFL Championship,64,72,51,61,64,58,62,-1
Peter Buch Christiansen,Christiansen,RW++,Viking FK,Denmark,Eliteserien,64,78,60,55,66,35,66,-1
Sander Christiansen,Christiansen,LB++,Sarpsborg 08,Norway,Eliteserien,64,63,53,64,64,60,60,-1
Moustapha Cissé,Cissé,ST++,FC St. Gallen,Guinea,CSSL,64,77,64,51,64,21,55,-1
Alphadjo Cissè,Cissè,CAM++,Hellas Verona,Italy,Serie A TIM,64,77,59,62,67,46,51,-1
Tim Civeja,Civeja,CM++,Saarbrücken,Albania,3. Liga,64,65,57,63,66,58,65,-1
Daniel Cleary,Cleary,CB++,Shamrock Rovers,Republic of Ireland,SSE Airtricity PD,64,52,36,44,52,62,74,-1
Stefan Cleveland,Cleveland,GK++,Austin FC,United States,MLS,64,64,62,62,66,55,64,-1
Jack Clisby,Clisby,LB++,WS Wanderers,Australia,A-League,64,61,53,59,59,59,72,-1
Josh Coburn,Coburn,ST++,Middlesbrough,England,EFL Championship,64,58,64,47,61,22,70,-1
Ibrahima Conté,Conté,CB++,UTA Arad,Guinea,SUPERLIGA,64,48,43,49,53,62,80,-1
Murphy Cooper,Cooper,GK++,Stevenage,England,EFL League One,64,65,65,60,64,41,61,-1
Brandon Cooper,Cooper,CB++,Leyton Orient,Wales,EFL League One,64,55,34,45,45,64,70,-1
David Cornell,Cornell,GK++,Preston,Wales,EFL Championship,64,65,62,60,66,32,60,-1
Leo Cornic,Cornic,RB++,Tromsø IL,Norway,Eliteserien,64,78,38,58,64,56,60,-1
Martín Ortega,Ortega,RB++,Tigre,Argentina,LPF,64,70,33,53,59,58,65,-1
Arnau Ortiz Sánchez,Arnau Ortiz,LM++,Śląsk Wrocław,Spain,PKO BP Ekstraklasa,64,76,58,59,66,30,48,-1
Arild Østbø,Østbø,GK++,Viking FK,Norway,Eliteserien,64,62,63,63,64,31,64,-1
Yari Otto,Otto,CAM++,SC Verl,Germany,3. Liga,64,70,60,56,66,45,66,-1
Sami Ouaissa,Ouaissa,CAM++,N.E.C. Nijmegen,Netherlands,Eredivisie,64,78,57,59,67,40,58,-1
Aziz Ouattara,Ouattara,CDM++,KV Mechelen,Côte d'Ivoire,1A Pro League,64,61,24,53,61,62,70,-1
Samuel Oum Gouet,Oum Gouet,CDM++,Politehnica Iași,Cameroon,SUPERLIGA,64,52,53,61,63,61,73,-1
Casper Øyvann,Øyvann,CB++,Molde FK,Norway,Eliteserien,64,67,41,50,52,64,69,-1
Ante Palaversa,Palaversa,CM++,Aberdeen,Croatia,cinch Prem,64,51,65,61,64,62,66,-1
Murat Paluli,Paluli,RB++,Sivasspor,Türkiye,Trendyol Süper Lig,64,71,43,56,64,60,67,-1
Víctor Parada González,Parada,LB++,CD Mirandés,Spain,LALIGA HYPERMOTION,64,70,46,58,61,61,65,-1
Seung Ho Park,Park Seung Ho,RW++,Incheon United,Korea Republic,K League 1,64,80,61,51,66,22,65,-1
Chan Yong Park,Park Chan Yong,CB++,Gimcheon Sangmu,Korea Republic,K League 1,64,61,31,45,40,63,68,-1
Kyu hyun Park,Park Kyu Hyun,LB++,Dynamo Dresden,Korea Republic,3. Liga,64,72,29,50,63,61,65,-1
Se Jin Park,Park Se Jin,CM++,Daegu FC,Korea Republic,K League 1,64,66,52,61,67,59,55,-1
Harry Paton,Paton,CM++,Motherwell,Canada,cinch Prem,64,71,58,63,66,57,63,-1
Elvis Patta,Patta,RB++,Técnico U.,Ecuador,Sudamericana,64,76,33,60,59,57,53,-1
Yeferson Paz,Paz,RB++,Sassuolo,Colombia,Serie BKT,64,72,51,60,60,58,71,-1
Myles Peart-Harris,Peart-Harris,CM++,Brentford,England,Premier League,64,72,61,63,65,52,71,-1
Matti Peltola,Peltola,CDM++,D.C. United,Finland,MLS,64,65,35,55,58,66,65,-1
Nicholas Pennington,Pennington,CM++,Perth Glory,Australia,A-League,64,56,54,62,61,60,69,-1
James Penrice,Penrice,LB++,Hearts,Scotland,cinch Prem,64,78,50,59,62,58,63,-1
Agustín Pereira,Pereira,RB++,Racing Club,Uruguay,Sudamericana,64,72,35,55,61,61,59,-1
Hamilton Pereira,Pereira,CDM++,Cerro Largo,Uruguay,Sudamericana,64,63,62,63,64,62,66,-1
Darlan Pereira Mendes,Darlan,ST++,Wuhan 3 Towns,Brazil,CSL,64,61,62,63,69,56,56,-1
Dylan José Perera Plasencia,Dylan Perera,CAM++,CD Tenerife,Spain,LALIGA HYPERMOTION,64,71,56,65,69,48,46,-1
Javier Pérez Mateo,Javi Pérez,CDM++,SD Huesca,Spain,LALIGA HYPERMOTION,64,45,62,58,59,61,69,-1
Edwuin Pernía,Pernía,ST++,Caracas F.C.,Venezuela,Libertadores,64,59,66,51,55,25,60,-1
Nikola Petkovic,Petkovic,CDM++,Charlotte FC,Serbia,MLS,64,61,50,61,62,61,58,-1
Selmir Pidro,Pidro,LB++,St. Louis CITY SC,Bosnia and Herzegovina,MLS,64,66,40,57,60,60,63,-1
Lukas Pinckert,Pinckert,CB++,SV Elversberg,Germany,Bundesliga 2,64,66,41,55,59,62,70,-1
Miguel Pinto,Pinto,GK++,Coquimbo Unido,Chile,Sudamericana,64,63,60,64,63,53,64,-1
Ignacio Pintos,Pintos,RM++,Danubio,Uruguay,Sudamericana,64,75,59,57,65,53,58,-1
Onurcan Piri,Piri,GK++,Kayserispor,Türkiye,Trendyol Süper Lig,64,65,64,57,65,19,64,-1
Reno Piscopo,Piscopo,CAM++,Melb. Victory,Australia,A-League,64,79,59,61,69,39,56,-1
Brian Plat,Plat,CB++,K. Beerschot VA,Netherlands,1A Pro League,64,80,27,49,47,62,77,-1
Manuel Polster,Polster,LM++,Lausanne-Sport,Austria,CSSL,64,92,61,58,62,34,62,-1
Dante Polvara,Polvara,RM++,Aberdeen,United States,cinch Prem,64,56,56,62,65,59,73,-1
Joaquín Pombo,Pombo,CB++,Independiente DV,Argentina,Libertadores,64,51,32,38,40,64,73,-1
Matviy Ponomarenko,Ponomarenko,ST++,Dynamo Kyiv,Ukraine,Ukrayina Liha,64,69,64,48,58,26,62,-1
Robert Popa,Popa,GK++,UTA Arad,Romania,SUPERLIGA,64,64,58,66,67,39,63,-1
Axel Prado,Prado,CB++,Cerro Largo,Uruguay,Sudamericana,64,64,32,46,44,66,64,-1
Rafael Profini,Profini,CB++,Unión,Argentina,LPF,64,66,31,42,47,64,69,-1
Eric Puerto Huerta,Eric Puerto,GK++,RC Deportivo,Spain,LALIGA HYPERMOTION,64,67,62,60,67,16,58,-1
Joan Puig Mateos,Joan Puig,LB++,RCD Espanyol,Spain,LALIGA EA SPORTS,64,75,47,56,61,59,63,-1
John Pulskamp,Pulskamp,GK++,Sporting KC,United States,MLS,64,67,60,59,67,25,62,-1
Christy Pym,Pym,GK++,Mansfield Town,England,EFL League One,64,59,64,65,66,43,64,-1
Diogo Lucas Queirós,Diogo Queirós,CB++,USL Dunkerque,Portugal,Ligue 2 BKT,64,47,36,46,50,64,70,-1
Juan Jesús Quiñones,Quiñones,CB++,UCV,Peru,Sudamericana,64,62,40,55,56,64,64,-1
Santiago Quirós,Quirós,CB++,Racing Club,Argentina,Sudamericana,64,55,36,56,56,63,63,-1
Renzo Rabino,Rabino,LM++,Cerro Largo,Uruguay,Sudamericana,64,65,59,60,64,65,66,-1
Bojan Radulović,Radulović,ST++,Huddersfield,Serbia,EFL League One,64,54,65,48,64,27,65,-1
Simen Rafn,Rafn,RB++,Fredrikstad FK,Norway,Eliteserien,64,76,48,60,63,57,64,-1
Marko Raguž,Raguž,ST++,FK Austria Wien,Austria,Ö. Bundesliga,64,58,63,59,68,22,56,-1
Jacobo Ramón Naveros,Jacobo,CB++,Real Madrid,Spain,LALIGA EA SPORTS,64,63,22,45,48,65,64,-1
Santiago Ramos Mingo,Ramos Mingo,CB++,Defensa,Argentina,Sudamericana,64,47,34,47,51,65,59,-1
Kayne Ramsay,Ramsay,RB++,Charlton Ath,England,EFL League One,64,78,47,55,61,59,67,-1
Lars Mogstad Ranger,Ranger,RB++,Lillestrøm SK,Norway,Eliteserien,64,83,49,54,63,57,72,-1
Dion Rankine,Rankine,RB++,Wigan Athletic,England,EFL League One,64,88,52,58,67,56,46,-1
Cornel Râpă,Râpă,RM++,UTA Arad,Romania,SUPERLIGA,64,73,55,61,64,58,70,-1
Andrew Redmayne,Redmayne,GK++,Sydney FC,Australia,A-League,64,63,62,62,64,41,65,-1
Alberto Reina Campos,Alberto Reina,CM++,CD Mirandés,Spain,LALIGA HYPERMOTION,64,66,55,58,61,53,59,-1
Max Reinthaler,Reinthaler,CB++,1860 München,Italy,3. Liga,64,59,43,53,53,63,73,-1
Omar Rekik,Rekik,CB++,Arsenal,Tunisia,Premier League,64,68,38,55,59,62,69,-1
Hang Ren,Ren Hang,CB++,Wuhan 3 Towns,China PR,CSL,64,59,49,58,56,61,75,-1
Samuel Renel,Renel,CM++,Red Star FC,France,Ligue 2 BKT,64,71,62,66,69,50,59,-1
Tom Reyners,Reyners,RW++,K. Beerschot VA,Belgium,1A Pro League,64,76,55,57,69,37,49,-1
Spencer Richey,Richey,GK++,Chicago Fire FC,United States,MLS,64,63,61,73,65,47,61,-1
Julian Rieckmann,Rieckmann,CDM++,SV Waldhof,Germany,3. Liga,64,65,35,54,55,64,71,-1
Julian Rijkhoff,Rijkhoff,ST++,Ajax,Netherlands,Eredivisie,64,71,63,53,70,25,51,-1
Andrés Ríos,Ríos,ST++,Dep. Táchira,Argentina,Libertadores,64,57,63,63,64,37,79,-1
Brian Rocha Araújo,Brian Araújo,GK++,Gil Vicente,Portugal,Liga Portugal,64,59,63,58,69,23,64,-1
Steven Rodríguez,Rodríguez,ST++,Junior,Colombia,Libertadores,64,73,66,51,64,19,55,-1
Nicklas Røjkjær,Røjkjær,CM++,Mjällby AIF,Denmark,Allsvenskan,64,70,59,61,63,50,63,-1
Diego Alonso Romero,Romero,GK++,Universitario,Peru,Libertadores,64,62,64,60,63,25,62,-1
Anthony Roncaglia,Roncaglia,CB++,SC Bastia,France,Ligue 2 BKT,64,46,38,54,60,64,68,-1
Jojo Wollacott,Wollacott,GK++,Crawley Town,Ghana,EFL League One,64,65,63,62,64,41,64,-1
Bartosz Wolski,Wolski,CDM++,Motor Lublin,Poland,PKO BP Ekstraklasa,64,66,58,64,60,61,70,-1
Ryan Woods,Woods,CM++,Exeter City,England,EFL League One,64,64,49,65,67,63,64,-1
Akil Wright,Wright,CB++,Ross County,England,cinch Prem,64,69,43,52,57,62,75,-1
Redon Xhixha,Xhixha,ST++,Qarabağ FK,Albania,Liga Azerbaijan,64,65,65,46,59,20,59,-1
Xin Xu,Xu Xin,CDM++,Shanghai Port,China PR,CSL,64,69,53,58,63,60,73,-1
Roman Yakuba,Yakuba,CB++,Puszcza,Ukraine,PKO BP Ekstraklasa,64,63,26,38,43,62,81,-1
Dinghao Yan,Yan Dinghao,CM++,Rongcheng FC,China PR,CSL,64,66,55,62,64,54,66,-1
Zeki Yavru,Yavru,RB++,Samsunspor,Türkiye,Trendyol Süper Lig,64,65,60,61,65,59,65,-1
Uğurcan Yazğılı,Yazğılı,CB++,Konyaspor,Türkiye,Trendyol Süper Lig,64,54,34,42,48,63,71,-1
Emmanuel Yeboah,Yeboah,ST++,Brøndby IF,Ghana,3F Superliga,64,83,60,55,63,36,77,-1
Muammer Yıldırım,Yıldırım,GK++,Samsunspor,Türkiye,Trendyol Süper Lig,64,63,64,59,65,26,66,-1
Aygün Yıldırım,Yıldırım,RM++,Arminia Bielefeld,Germany,3. Liga,64,76,62,56,67,23,59,-1
Kaina Yoshio,Yoshio,CAM++,Jeju United,Japan,K League 1,64,75,63,63,66,44,50,-1
Jake Young,Young,ST++,Bradford City,England,EFL League Two,64,80,62,46,62,25,64,-1
In Soo Yu,Yu In Soo,RB++,Gangwon FC,Korea Republic,K League 1,64,77,58,58,65,56,66,-1
Kang Hyun Yu,Yu Kang Hyun,ST++,Gimcheon Sangmu,Korea Republic,K League 1,64,71,64,45,61,27,63,-1
Danijel Zagorac,Zagorac,GK++,Dinamo Zagreb,Croatia,Liga Hrvatska,64,64,63,62,65,43,60,-1
Yoram Zague,Zague,RB++,Paris SG,France,Ligue 1 Uber Eats,64,74,47,59,65,59,56,-1
Luka Zahović,Zahović,CAM++,Górnik Zabrze,Slovenia,PKO BP Ekstraklasa,64,76,61,58,66,28,52,-1
David Zalzman,Zalzman,CM++,Metropolitanos,Venezuela,Sudamericana,64,67,61,64,64,53,57,-1
Dominick Zator,Zator,RB++,Korona Kielce,Canada,PKO BP Ekstraklasa,64,63,29,43,52,65,82,-1
Gjivai Zechiël,Zechiël,CM++,Feyenoord,Netherlands,Eredivisie,64,75,47,61,70,64,52,-1
Karim Zedadka,Zedadka,LM++,Südtirol,France,Serie BKT,64,72,53,62,69,58,44,-1
Lequincio Zeefuik,Zeefuik,ST++,AZ,Netherlands,Eredivisie,64,80,60,48,64,26,73,-1
Ajdin Zeljković,Zeljković,ST++,IFK Värnamo,Sweden,Allsvenskan,64,73,63,60,65,31,64,-1
Linpeng Zhang,Zhang Linpeng,CB++,Shanghai Port,China PR,CSL,64,60,54,57,56,60,79,-1
Yihao Zhong,Zhong Yihao,LM++,Henan SSLM FC,China PR,CSL,64,77,61,56,66,54,74,-1
Théo Zidane,Zidane,CM++,Córdoba CF,France,LALIGA HYPERMOTION,64,68,63,62,66,50,56,-1
Tanguy Zoukrou,Zoukrou,CB++,BSC Young Boys,France,CSSL,64,49,32,43,42,66,63,-1
Mateusz Żukowski,Żukowski,RB++,Śląsk Wrocław,Poland,PKO BP Ekstraklasa,64,77,57,57,60,59,66,-1
Shaun Rooney,Rooney,RB++,St. Mirren,Scotland,cinch Prem,64,68,52,59,61,59,81,-1
Joseph Rosales,Rosales,LB++,Minnesota United,Honduras,MLS,64,70,44,57,65,59,59,-1
Maciej Rosołek,Rosołek,ST++,Piast Gliwice,Poland,PKO BP Ekstraklasa,64,76,61,58,65,32,63,-1
Sigurd Rosted,Rosted,CB++,Toronto FC,Norway,MLS,64,39,47,51,52,62,76,-1
Sean Roughan,Roughan,CB++,Lincoln City,Republic of Ireland,EFL League One,64,65,34,56,58,63,69,-1
Storm Roux,Roux,RB++,Central Coast,New Zealand,A-League,64,76,46,52,60,57,77,-1
Josh Ruffels,Ruffels,LB++,Huddersfield,England,EFL League One,64,66,57,60,64,59,66,-1
Emerson Ruiz,Ruiz,CDM++,Metropolitanos,Venezuela,Sudamericana,64,67,39,54,53,65,62,-1
David Ruiz,Ruiz,CM++,Inter Miami CF,Honduras,MLS,64,68,49,59,68,61,57,-1
Jan-Luca Rumpf,Rumpf,CB++,Aleman. Aachen,Germany,3. Liga,64,56,39,48,50,61,69,-1
Denis Rusu,Rusu,GK++,Unirea Slobozia,Moldova,SUPERLIGA,64,63,61,62,64,22,65,-1
Gilles Ruyssen,Ruyssen,CB++,FCV Dender EH,Belgium,1A Pro League,64,41,32,43,41,64,70,-1
Halid Šabanović,Šabanović,RB++,Angers SCO,Bosnia and Herzegovina,Ligue 1 Uber Eats,64,64,39,53,60,63,64,-1
Malkolm Nilsson Säfqvist,Säfqvist,GK++,Djurgårdens IF,Sweden,Allsvenskan,64,66,63,65,67,33,68,-1
Hakim Sahabo,Sahabo,CDM++,Standard Liège,Rwanda,1A Pro League,64,67,45,58,61,61,59,-1
Àlex Sala Herrero,Àlex Sala,CDM++,Córdoba CF,Spain,LALIGA HYPERMOTION,64,63,47,59,60,62,67,-1
Felipe Salomoni,Salomoni,LB++,Guaraní,Argentina,Sudamericana,64,74,44,55,59,57,63,-1
José Manuel Sánchez Guillén,Josema,CB++,Górnik Zabrze,Spain,PKO BP Ekstraklasa,64,61,37,55,51,63,69,-1
Mads Sande,Sande,RW++,SK Brann,Norway,Eliteserien,64,73,56,61,63,48,66,-1
Mohamed Sankoh,Sankoh,ST++,Cosenza,Netherlands,Serie BKT,64,86,62,50,63,24,57,-1
Jesús Santiago Pérez,Yellu Santiago,CDM++,Getafe CF,Spain,LALIGA EA SPORTS,64,54,47,56,53,66,58,-1
Gonçalo Santos Sousa,Gonçalo Sousa,RM++,FC Porto,Portugal,Liga Portugal,64,72,64,56,65,34,56,-1
Facundo Saravia,Saravia,LB++,Danubio,Uruguay,Sudamericana,64,67,56,61,60,61,64,-1
Murat Şatin,Şatin,CAM++,Grazer AK,Austria,Ö. Bundesliga,64,77,61,59,67,33,48,-1
Dane Scarlett,Scarlett,ST++,Oxford United,England,EFL Championship,64,78,63,51,66,20,63,-1
Leon Schneider,Schneider,CB++,Arminia Bielefeld,Germany,3. Liga,64,74,40,56,60,63,71,-1
Oscar Schönfelder,Schönfelder,RM++,Jahn Regensburg,Germany,Bundesliga 2,64,75,58,59,66,48,57,-1
Fabian Schubert,Schubert,ST++,1860 München,Austria,3. Liga,64,69,64,47,56,36,75,-1
Pascal Schürpf,Schürpf,LM++,Grasshopper Club,Switzerland,CSSL,64,58,64,66,61,61,74,-1
Anthony Scully,Scully,LM++,Portsmouth,Republic of Ireland,EFL Championship,64,75,61,58,67,34,53,-1
Edson Seidou,Seidou,LB++,Stade Lavallois,France,Ligue 2 BKT,64,66,54,59,64,58,78,-1
Moritz Seiffert,Seiffert,LB++,FC Ingolstadt 04,Germany,3. Liga,64,76,55,59,66,59,63,-1
Vahid Selimović,Selimović,CB++,FC Hermannstadt,Luxembourg,SUPERLIGA,64,43,28,42,51,63,73,-1
Malik Sellouki,Sellouki,RM++,Stade Lavallois,France,Ligue 2 BKT,64,68,61,62,69,47,52,-1
Joel Senior,Senior,RB++,Bristol Rovers,England,EFL League One,64,70,33,50,60,58,65,-1
João Pedro Seno Luís Rêgo,João Rêgo,CAM++,SL Benfica,Portugal,Liga Portugal,64,66,55,62,70,54,50,-1
Nelson Sepúlveda,Sepúlveda,CM++,Cobresal,Chile,Libertadores,64,66,59,64,65,51,66,-1
Femi Seriki,Seriki,RB++,Sheffield Utd,England,EFL Championship,64,87,28,50,63,56,64,-1
Zidan Sertdemir,Sertdemir,CM++,FC Nordsjælland,Denmark,3F Superliga,64,68,56,64,67,49,58,-1
Lorenzo Sgarbi,Sgarbi,ST++,Bari,Italy,Serie BKT,64,59,65,56,62,28,66,-1
Noah Shamoun,Shamoun,LM++,Randers FC,Syria,3F Superliga,64,75,55,57,69,38,48,-1
Aimar Sher,Sher,CDM++,Sarpsborg 08,Sweden,Eliteserien,64,64,44,59,68,56,65,-1
Nick Shinton,Shinton,GK++,K. Beerschot VA,Belgium,1A Pro League,64,70,66,62,64,27,58,-1
Silvan Sidler,Sidler,RB++,FC Winterthur,Switzerland,CSSL,64,64,60,61,59,61,63,-1
Omar Sijarić,Sijarić,RM++,FC Erzgebirge Aue,Montenegro,3. Liga,64,77,54,58,66,43,56,-1
Gard Simenstad,Simenstad,RM++,HamKam Fotball,Norway,Eliteserien,64,74,53,61,61,54,61,-1
Gurpreet Singh Sandhu,Singh Sandhu,GK++,Bengaluru FC,India,Hero ISL,64,63,62,62,63,41,65,-1
Dan Sîrbu,Sîrbu,RB++,Farul Constanța,Romania,SUPERLIGA,64,70,40,58,61,59,71,-1
Jack Skahan,Skahan,CM++,SJ Earthquakes,United States,MLS,64,64,47,62,67,48,65,-1
Naatan Skyttä,Skyttä,CM++,Toulouse FC,Finland,Ligue 1 Uber Eats,64,64,53,65,70,45,48,-1
Richard Smallwood,Smallwood,CM++,Bradford City,England,EFL League Two,64,51,56,63,60,60,73,-1
Kees Smit,Smit,CM++,AZ,Netherlands,Eredivisie,64,69,53,62,67,59,63,-1
Brad Smith,Smith,LM++,Houston Dynamo,Australia,MLS,64,79,49,61,63,61,64,-1
Matt Smith,Smith,CM++,St. Johnstone,Wales,cinch Prem,64,70,56,63,68,59,67,-1
Nathan Smith,Smith,CB++,Port Vale,England,EFL League Two,64,54,31,38,42,62,80,-1
Oskar Snorre,Snorre,GK++,Randers FC,Denmark,3F Superliga,64,64,63,61,64,32,62,-1
Mads Søndergaard,Søndergaard,CM++,Viborg FF,Denmark,3F Superliga,64,61,51,62,67,50,44,-1
Elias Sørensen,Sørensen,ST++,Portsmouth,Denmark,EFL Championship,64,64,64,57,62,26,65,-1
Bent Sørmo,Sørmo,CB++,Strømsgodset IF,Norway,Eliteserien,64,73,40,55,61,61,76,-1
Alessandro Sorrentino,Sorrentino,GK++,Frosinone,Italy,Serie BKT,64,64,64,60,67,40,66,-1
Lucas Soto,Soto,CM++,Colo-Colo,Chile,Libertadores,64,64,57,59,64,53,61,-1
Hamjatou Soukouna,Soukouna,CB++,AC Beauruelle,France,Ligue 2 BKT,64,80,28,38,49,63,70,-1
Vasilios Sourlis,Sourlis,CM++,Raków,Greece,PKO BP Ekstraklasa,64,72,56,61,66,58,67,-1
Avdo Spahić,Spahić,GK++,Kaiserslautern,Bosnia and Herzegovina,Bundesliga 2,64,61,61,61,65,31,66,-1
Alex Sposito,Sposito,GK++,Reggiana,Italy,Serie BKT,64,68,62,65,67,23,67,-1
Daniel Steres,Steres,LB++,Houston Dynamo,United States,MLS,64,37,27,56,49,67,72,-1
Mathew Stevens,Stevens,ST++,AFC Wimbledon,England,EFL League Two,64,74,62,49,63,22,68,-1
Jakub Stolarczyk,Stolarczyk,GK++,Leicester City,Poland,Premier League,64,65,64,67,69,36,63,-1
Peter Stroud,Stroud,CDM++,Red Bulls,United States,MLS,64,74,42,59,65,62,62,-1
Sasa Strujic,Strujic,LB++,Aleman. Aachen,Bosnia and Herzegovina,3. Liga,64,73,47,60,58,60,69,-1
Filip Stuparević,Stuparević,ST++,Motherwell,Serbia,cinch Prem,64,68,63,55,63,31,71,-1
Ian Subiabre,Subiabre,LW++,River Plate,Argentina,Libertadores,64,79,60,57,69,31,49,-1
Edoardo Corvi,Corvi,GK++,Parma,Italy,Serie A TIM,64,66,63,61,67,25,58,-1
