Nombre,Alias,Posición,Club,Nación,Liga,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Precio
Brice Samba,Samba,GK++,RC Lens,France,Ligue 1 Uber Eats,82,79,83,80,84,53,81,71750
Oihan Sancet Tirapu,Sancet,CAM++,Athletic Club,Spain,LALIGA EA SPORTS,82,73,77,80,84,70,82,71750
Jadon Sancho,Sancho,LM++,Manchester Utd,England,Premier League,82,79,69,78,89,32,50,61500
Alexander Sørloth,Sørloth,ST++,Atlético de Madrid,Norway,LALIGA EA SPORTS,82,79,82,70,76,36,85,66625
Dayot Upamecano,Upamecano,CB++,FC Bayern München,France,Bundesliga,82,81,45,63,73,81,85,66625
Raphaël Varane,Varane,CB++,Como,France,Serie A TIM,82,73,49,64,69,83,77,66625
Francisco Román Alarcón Suárez,Isco,CAM++,Real Betis,Spain,LALIGA EA SPORTS,82,66,74,82,83,59,59,66625
Joelinton Apolinário de Lira,Joelinton,CM++,Newcastle Utd,Brazil,Premier League,82,76,72,76,82,81,89,76875
Eduardo Gabriel Aquino Cossa,Pepê,CAM++,FC Porto,Brazil,Liga Portugal,82,87,74,75,85,62,62,66625
Jarrod Bowen,Bowen,RM++,West Ham,England,Premier League,82,77,81,76,81,46,70,66625
Emre Can,Can,CDM++,Borussia Dortmund,Germany,Bundesliga,82,77,78,74,76,82,86,71750
Lucas Tolentino Coelho de Lima,Lucas Paquetá,LM++,West Ham,Brazil,Premier League,82,72,77,79,85,69,79,71750
Ángel Correa,Correa,ST++,Atlético de Madrid,Argentina,LALIGA EA SPORTS,82,85,84,77,86,50,75,71750
José Diogo Dalot Teixeira,Diogo Dalot,RB++,Manchester Utd,Portugal,Premier League,82,85,63,77,80,79,79,71750
Sergi Darder Moll,Sergi Darder,CM++,RCD Mallorca,Spain,LALIGA EA SPORTS,82,79,78,82,83,74,77,71750
Alphonso Davies,Davies,LB++,FC Bayern München,Canada,Bundesliga,82,95,66,77,84,72,76,71750
Brahim Díaz,Brahim,CAM++,Real Madrid,Morocco,LALIGA EA SPORTS,82,85,74,78,85,31,56,66625
Denzel Dumfries,Dumfries,RB++,Lombardia FC,Netherlands,Serie A TIM,82,83,66,73,74,78,88,71750
Gabriel Fernando de Jesus,Gabriel Jesus,ST++,Arsenal,Brazil,Premier League,82,83,80,75,88,39,77,66625
Pau Francisco Torres,Pau Torres,CB++,Aston Villa,Spain,Premier League,82,70,41,77,70,83,79,66625
José Luís Gayà Peña,Gayà,LB++,Valencia CF,Spain,LALIGA EA SPORTS,82,81,61,77,79,78,74,71750
Paulo Gazzaniga,Gazzaniga,GK++,Girona FC,Argentina,LALIGA EA SPORTS,82,82,80,83,81,57,82,71750
Serge Gnabry,Gnabry,RM++,FC Bayern München,Germany,Bundesliga,82,80,83,78,84,43,66,66625
Anthony Gordon,Gordon,LW++,Newcastle Utd,England,Premier League,82,91,78,76,81,49,71,66625
Péter Gulácsi,Gulácsi,GK++,RB Leipzig,Hungary,Bundesliga,82,82,82,75,81,43,83,66625
Yangel Herrera,Herrera,CDM++,Girona FC,Venezuela,LALIGA EA SPORTS,82,64,77,76,78,80,81,71750
Ciro Immobile,Immobile,ST++,Beşiktaş,Italy,Trendyol Süper Lig,82,82,83,67,78,39,73,66625
Boubacar Kamara,Kamara,CDM++,Aston Villa,France,Premier League,82,66,54,74,75,83,80,66625
Filip Kostić,Kostić,LM++,Juventus,Serbia,Serie A TIM,82,85,76,81,81,70,80,71750
Mohammed Kudus,Kudus,RM++,West Ham,Ghana,Premier League,82,90,77,73,86,60,75,71750
Alexandre Lacazette,Lacazette,ST++,OL,France,Ligue 1 Uber Eats,82,70,84,76,83,44,75,66625
Jeremías Conan Ledesma,Ledesma,GK++,River Plate,Argentina,Libertadores,82,82,79,75,83,46,81,66625
Filip Kostić,Kostić,LM++,Fenerbahçe,Serbia,Trendyol Süper Lig,82,85,76,81,81,70,80,71750
Jadon Sancho,Sancho,LM++,Chelsea,England,Premier League,82,79,69,78,89,32,50,61500
Hermoso Canseco,Mario Hermoso,CB++,AS Roma,Spain,Serie A TIM,82,75,49,74,71,82,79,66625
Randal Kolo Muani,Kolo Muani,ST++,Juventus,France,Serie A TIM,82,90,80,71,81,38,67,66625
Bryan Cristante,Cristante,CM++,AS Roma,Italy,Serie A TIM,81,55,74,78,75,78,84,40625
Richarlison de Andrade,Richarlison,ST++,Spurs,Brazil,Premier League,81,77,80,73,80,53,78,40625
Rodrigo Bentancur,Bentancur,CM++,Spurs,Uruguay,Premier League,81,67,68,80,82,79,76,43750
Dávid Hancko,Hancko,CB++,Feyenoord,Slovakia,Eredivisie,81,78,66,72,74,81,80,43750
Piero Hincapié,Hincapié,CB++,Leverkusen,Ecuador,Bundesliga,81,78,40,64,72,81,80,40625
Ferdi Kadıoğlu,Kadıoğlu,LB++,Fenerbahçe,Türkiye,Trendyol Süper Lig,81,88,65,75,85,75,76,43750
Daichi Kamada,Kamada,CAM++,Crystal Palace,Japan,Premier League,81,79,73,80,83,54,63,40625
Presnel Kimpembe,Kimpembe,CB++,Paris SG,France,Ligue 1 Uber Eats,81,74,43,67,69,81,82,40625
Orkun Kökçü,Kökçü,CM++,SL Benfica,Türkiye,Liga Portugal,81,72,76,83,80,68,79,43750
Ezri Konsa,Konsa,CB++,Aston Villa,England,Premier League,81,76,48,71,76,83,78,40625
Odilon Kossounou,Kossounou,CB++,Leverkusen,Côte d'Ivoire,Bundesliga,81,80,32,64,67,82,80,40625
Andrej Kramarić,Kramarić,ST++,TSG Hoffenheim,Croatia,Bundesliga,81,71,83,79,84,33,73,40625
Ruben Loftus-Cheek,Loftus-Cheek,CM++,Milano FC,England,Serie A TIM,81,81,76,79,82,77,83,46875
Andriy Lunin,Lunin,GK++,Real Madrid,Ukraine,LALIGA EA SPORTS,81,80,78,77,82,37,80,40625
Iñigo Martínez Berridi,Iñigo Martínez,CB++,FC Barcelona,Spain,LALIGA EA SPORTS,81,71,56,67,61,81,80,40625
Noussair Mazraoui,Mazraoui,RB++,Manchester Utd,Morocco,Premier League,81,78,66,77,83,77,71,43750
Brais Méndez Portela,Brais Méndez,CM++,Real Sociedad,Spain,LALIGA EA SPORTS,81,71,80,82,81,65,73,43750
Kaoru Mitoma,Mitoma,LM++,Brighton,Japan,Premier League,81,84,73,75,85,57,65,40625
Fernando Muslera,Muslera,GK++,Galatasaray,Uruguay,Trendyol Süper Lig,81,81,81,71,80,35,82,40625
Riccardo Orsolini,Orsolini,RM++,Bologna,Italy,Serie A TIM,81,79,80,78,83,49,67,40625
Stefan Ortega,Ortega,GK++,Manchester City,Germany,Premier League,81,79,77,86,84,52,81,43750
Nicolás Otamendi,Otamendi,CB++,SL Benfica,Argentina,Liga Portugal,81,60,57,64,59,83,83,40625
Aaron Ramsdale,Ramsdale,GK++,Arsenal,England,Premier League,81,81,79,85,83,48,78,43750
Marcus Rashford,Rashford,LM++,Manchester Utd,England,Premier League,81,89,83,76,82,33,64,40625
David Raum,Raum,LB++,RB Leipzig,Germany,Bundesliga,81,85,61,81,78,73,78,43750
Jerdy Schouten,Schouten,CDM++,PSV,Netherlands,Eredivisie,81,65,59,72,76,80,72,40625
Ellyes Skhiri,Skhiri,CDM++,Frankfurt,Tunisia,Bundesliga,81,60,73,74,75,80,76,40625
Raheem Sterling,Sterling,LM++,Chelsea,England,Premier League,81,85,78,75,85,42,65,40625
Dominik Szoboszlai,Szoboszlai,CAM++,Liverpool,Hungary,Premier League,81,82,80,84,80,59,70,43750
Manuel Ugarte,Ugarte,CDM++,Paris SG,Uruguay,Ligue 1 Uber Eats,81,69,65,73,77,78,80,40625
Deniz Undav,Undav,ST++,VfB Stuttgart,Germany,Bundesliga,81,67,82,75,80,33,78,40625
Álvaro Valles Rosa,Álvaro Valles,GK++,UD Las Palmas,Spain,LALIGA EA SPORTS,81,80,79,79,83,41,81,40625
Lucas Vázquez Iglesias,Lucas Vázquez,RB++,Real Madrid,Spain,LALIGA EA SPORTS,81,81,74,80,81,74,69,43750
Joey Veerman,Veerman,CM++,PSV,Netherlands,Eredivisie,81,55,72,85,77,66,72,40625
Daniel Vivian Moreno,Vivian,CB++,Athletic Club,Spain,LALIGA EA SPORTS,81,79,48,57,69,82,81,40625
Lamine Yamal,Lamine Yamal,RW++,FC Barcelona,Spain,LALIGA EA SPORTS,81,82,75,76,82,23,48,37500
Wilfried Zaha,Zaha,LM++,Galatasaray,Côte d'Ivoire,Trendyol Süper Lig,81,86,78,73,85,37,75,40625
Piotr Zieliński,Zieliński,CM++,Lombardia FC,Poland,Serie A TIM,81,78,76,80,83,71,62,43750
Luciano Acosta,Acosta,CAM++,FC Cincinnati,Argentina,MLS,81,79,73,76,85,46,56,40625
Edson Álvarez,Álvarez,CDM++,West Ham,Mexico,Premier League,81,66,58,69,72,83,87,40625
Waldemar Anton,Anton,CB++,Borussia Dortmund,Germany,Bundesliga,81,69,46,65,67,81,83,40625
Alphonse Areola,Areola,GK++,West Ham,France,Premier League,81,82,77,74,83,55,80,43750
Alejandro Balde Martínez,Balde,LB++,FC Barcelona,Spain,LALIGA EA SPORTS,81,91,48,73,78,75,64,40625
Alejandro Berenguer Remiro,Álex Berenguer,LM++,Athletic Club,Spain,LALIGA EA SPORTS,81,85,75,75,83,64,68,43750
Sergio Busquets Burgos,Sergio Busquets,CDM++,Inter Miami CF,Spain,MLS,81,37,61,77,78,78,73,40625
Ricardo Jorge da Luz Horta,Ricardo Horta,CAM++,SC Braga,Portugal,Liga Portugal,81,80,80,80,81,43,70,40625
Matteo Darmian,Darmian,RB++,Lombardia FC,Italy,Serie A TIM,81,72,62,75,76,80,75,40625
Jonathan David,David,ST++,LOSC Lille,Canada,Ligue 1 Uber Eats,81,82,81,71,78,34,75,40625
Luuk de Jong,de Jong,ST++,PSV,Netherlands,Eredivisie,81,44,80,73,73,57,80,40625
Frederico de Paula Santos,Fred,CDM++,Fenerbahçe,Brazil,Trendyol Süper Lig,81,75,71,79,82,75,78,43750
Eberechi Eze,Eze,CAM++,Crystal Palace,England,Premier League,81,78,81,78,84,49,69,40625
Youssouf Fofana,Fofana,CDM++,Milano FC,France,Serie A TIM,81,69,68,74,77,78,80,40625
Davide Frattesi,Frattesi,CM++,Lombardia FC,Italy,Serie A TIM,81,80,74,78,81,71,71,43750
Conor Gallagher,Gallagher,CM++,Atlético de Madrid,England,LALIGA EA SPORTS,81,73,75,78,78,77,81,43750
Alexandr Golovin,Golovin,LM++,AS Monaco,Russia,Ligue 1 Uber Eats,81,77,77,80,83,61,68,40625
Wilfried Zaha,Zaha,LM++,OL,Côte d'Ivoire,Ligue 1 Uber Eats,81,86,78,73,85,37,75,40625
Raheem Sterling,Sterling,LM++,Arsenal,England,Premier League,81,85,78,75,85,42,65,40625
Aaron Ramsdale,Ramsdale,GK++,Southampton,England,Premier League,81,81,79,85,83,48,78,43750
Ferdi Kadıoğlu,Kadıoğlu,LB++,Brighton,Türkiye,Premier League,81,88,65,75,85,75,76,43750
Odilon Kossounou,Kossounou,CB++,Bergamo Calcio,Côte d'Ivoire,Serie A TIM,81,80,32,64,67,82,80,40625
Manuel Ugarte,Ugarte,CDM++,Manchester Utd,Uruguay,Premier League,81,69,65,73,77,78,80,40625
Rodríguez,Rodríguez,CAM++,Rayo Vallecano,Colombia,LALIGA EA SPORTS,81,53,83,86,84,48,61,40625
Reus,Reus,CAM++,LA Galaxy,Germany,MLS,81,58,83,83,83,53,63,40625
Coates,Coates,CB++,Nacional,Uruguay,Libertadores,81,65,49,55,62,82,88,40625
Marcus Rashford,Rashford,LM++,Aston Villa,England,Premier League,81,89,83,76,82,33,64,40625
Wilfried Zaha,Zaha,LM++,Charlotte FC,Côte d'Ivoire,MLS,81,86,78,73,85,37,75,40625
André-Franck Zambo Anguissa,Zambo Anguissa,CDM++,SSC Napoli,Cameroon,Serie A TIM,80,75,67,71,76,77,88,15750
Michele Di Gregorio,Di Gregorio,GK++,Juventus,Italy,Serie A TIM,80,82,78,78,82,56,82,15750
João Félix Sequeira,João Félix,LW++,Chelsea,Portugal,Premier League,80,80,78,77,84,40,67,14625
Malo Gusto,Gusto,RB++,Chelsea,France,Premier League,80,88,49,75,78,73,75,14625
Denis Bouanga,Bouanga,LW++,LAFC,Gabon,MLS,80,85,81,74,79,38,79,14625
Jérémy Doku,Doku,LW++,Manchester City,Belgium,Premier League,80,92,72,73,86,30,68,14625
Bradley Barcola,Barcola,LW++,Paris SG,France,Ligue 1 Uber Eats,80,88,74,75,81,34,64,14625
Warren Zaïre-Emery,Zaïre-Emery,CM++,Paris SG,France,Ligue 1 Uber Eats,80,79,68,77,80,75,78,15750
Allan Saint-Maximin,Saint-Maximin,LM++,Fenerbahçe,France,Trendyol Süper Lig,80,89,72,73,87,29,68,14625
Davinson Sánchez,Sánchez,CB++,Galatasaray,Colombia,Trendyol Süper Lig,80,77,47,55,65,79,82,14625
Téji Savanier,Savanier,CAM++,Montpellier,France,Ligue 1 Uber Eats,80,60,76,84,82,68,68,14625
Mohamed Simakan,Simakan,CB++,RB Leipzig,France,Bundesliga,80,75,43,65,69,81,80,14625
Sebastian Szymański,Szymański,CAM++,Fenerbahçe,Poland,Trendyol Süper Lig,80,81,77,79,79,51,67,14625
Jean-Clair Todibo,Todibo,CB++,West Ham,France,Premier League,80,81,47,64,69,80,78,14625
Ferran Torres García,Ferran Torres,LW++,FC Barcelona,Spain,LALIGA EA SPORTS,80,84,78,76,81,35,68,14625
Hamari Traoré,Traoré,RB++,Real Sociedad,Mali,LALIGA EA SPORTS,80,82,57,72,76,75,78,14625
Lars Unnerstall,Unnerstall,GK++,FC Twente,Germany,Eredivisie,80,80,80,66,83,32,80,14625
Hans Vanaken,Vanaken,CAM++,Club Brugge,Belgium,1A Pro League,80,45,79,83,77,60,76,14625
Jordan Veretout,Veretout,CM++,OM,France,Ligue 1 Uber Eats,80,75,75,78,79,75,80,15750
Timo Werner,Werner,LM++,Spurs,Germany,Premier League,80,91,79,69,80,35,69,14625
Mats Wieffer,Wieffer,CDM++,Brighton,Netherlands,Premier League,80,70,66,74,75,76,83,14625
Barış Alper Yılmaz,Yılmaz,RM++,Galatasaray,Türkiye,Trendyol Süper Lig,80,91,75,71,82,67,84,15750
Lucas Zelarayán,Zelarayán,CAM++,Al Fateh,Armenia,ROSHN Saudi League,80,71,77,79,83,46,67,14625
Hakim Ziyech,Ziyech,RM++,Galatasaray,Morocco,Trendyol Süper Lig,80,74,77,82,80,50,66,14625
Igor Zubeldia Elorza,Zubeldia,CB++,Real Sociedad,Spain,LALIGA EA SPORTS,80,78,63,74,73,80,82,15750
Salem Al Dawsari,Al Dawsari,LM++,Al Hilal,Saudi Arabia,ROSHN Saudi League,80,85,75,72,84,52,80,14625
Ali Al Musrati,Al Musrati,CDM++,Beşiktaş,Libya,Trendyol Süper Lig,80,62,66,71,71,78,84,14625
Benjamin André,André,CDM++,LOSC Lille,France,Ligue 1 Uber Eats,80,61,64,73,75,78,83,14625
Marko Arnautović,Arnautović,ST++,Lombardia FC,Austria,Serie A TIM,80,70,79,78,79,44,78,14625
Fredrik Aursnes,Aursnes,RB++,SL Benfica,Norway,Liga Portugal,80,76,66,77,80,76,81,15750
Simon Banza,Banza,ST++,SC Braga,Congo DR,Liga Portugal,80,75,80,56,76,36,77,14625
Roberto Firmino Barbosa de Oliveira,Roberto Firmino,CAM++,Al Ahli,Brazil,ROSHN Saudi League,80,67,75,79,85,58,76,14625
Walter Benítez,Benítez,GK++,PSV,Argentina,Eredivisie,80,79,78,72,82,37,79,14625
Gonçalo Bernardo Inácio,Gonçalo Inácio,CB++,Sporting CP,Portugal,Liga Portugal,80,80,37,64,71,81,79,14625
Daley Blind,Blind,CB++,Girona FC,Netherlands,LALIGA EA SPORTS,80,36,62,83,77,83,70,14625
Yan Bueno Couto,Yan Couto,RM++,Borussia Dortmund,Brazil,Bundesliga,80,85,61,76,81,72,64,14625
Lucas Chevalier,Chevalier,GK++,LOSC Lille,France,Ligue 1 Uber Eats,80,80,79,72,83,45,78,14625
Jonathan Clauss,Clauss,RB++,OGC Nice,France,Ligue 1 Uber Eats,80,88,69,76,78,73,69,15750
Kevin Danso,Danso,CB++,RC Lens,Austria,Ligue 1 Uber Eats,80,75,32,57,62,80,85,13500
F. Evanilson de Lima Barbosa,Evanilson,ST++,AFC Bournemouth,Brazil,Premier League,80,76,78,65,78,37,80,14625
Wladimiro Falcone,Falcone,GK++,Lecce,Italy,Serie A TIM,80,83,79,75,84,27,76,14625
Seko Fofana,Fofana,CM++,Ettifaq FC,Côte d'Ivoire,ROSHN Saudi League,80,71,77,76,78,73,86,15750
Juan Foyth,Foyth,RB++,Villarreal CF,Argentina,LALIGA EA SPORTS,80,71,46,71,72,81,77,14625
Nuno Miguel Gomes dos Santos,Nuno Santos,LM++,Sporting CP,Portugal,Liga Portugal,80,83,81,76,80,70,76,15750
Joe Gomez,Gomez,CB++,Liverpool,England,Premier League,80,82,28,71,72,80,79,14625
Mario Götze,Götze,CAM++,Frankfurt,Germany,Bundesliga,80,55,74,83,83,55,69,14625
Nemanja Gudelj,Gudelj,CB++,Sevilla FC,Serbia,LALIGA EA SPORTS,80,54,73,78,70,79,85,14625
Albert Guðmundsson,Guðmundsson,ST++,Fiorentina,Iceland,Serie A TIM,80,87,79,70,83,37,72,14625
Mattéo Guendouzi,Guendouzi,CM++,Latium,France,Serie A TIM,80,72,71,78,79,75,81,15750
Jordan Henderson,Henderson,CDM++,Ajax,England,Eredivisie,80,64,72,81,76,75,78,14625
Morten Hjulmand,Hjulmand,CDM++,Sporting CP,Denmark,Liga Portugal,80,65,66,76,74,75,83,14625
Roger Ibañez Da Silva,Ibañez,CB++,Al Ahli,Brazil,ROSHN Saudi League,80,85,32,45,60,81,82,13500
Bento Matheus Krepski,Bento,GK++,Al Nassr,Brazil,ROSHN Saudi League,80,79,76,77,83,28,81,14625
Thomas Lemar,Lemar,CM++,Atlético de Madrid,France,LALIGA EA SPORTS,80,81,77,81,83,67,64,15750
Dominik Livaković,Livaković,GK++,Fenerbahçe,Croatia,Trendyol Süper Lig,80,80,76,71,83,56,80,14625
Reinildo Isnard Mandava,Reinildo,LB++,Atlético de Madrid,Mozambique,LALIGA EA SPORTS,80,84,55,68,75,78,79,14625
Facundo Medina,Medina,CB++,RC Lens,Argentina,Ligue 1 Uber Eats,80,73,36,69,72,80,79,14625
Édouard Mendy,Mendy,GK++,Al Ahli,Senegal,ROSHN Saudi League,80,78,77,75,81,34,79,14625
Dries Mertens,Mertens,CAM++,Galatasaray,Belgium,Trendyol Süper Lig,80,68,78,81,81,43,50,14625
Daniel Muñoz,Muñoz,RB++,Crystal Palace,Colombia,Premier League,80,84,66,72,76,75,82,15750
David Neres Campos,David Neres,LM++,SSC Napoli,Brazil,Serie A TIM,80,86,75,75,86,43,64,14625
Vangelis Pavlidis,Pavlidis,ST++,SL Benfica,Greece,Liga Portugal,80,75,82,67,78,44,82,14625
Jordan Veretout,Veretout,CM++,OL,France,Ligue 1 Uber Eats,80,75,75,78,79,75,80,15750
Simon Banza,Banza,ST++,Trabzonspor,Congo DR,Trendyol Süper Lig,80,75,80,56,76,36,77,14625
Mohamed Simakan,Simakan,CB++,Al Nassr,France,ROSHN Saudi League,80,75,43,65,69,81,80,14625
Sánchez,Sánchez,ST++,Udinese,Chile,Serie A TIM,80,70,81,79,84,48,66,14625
Ali Al Musrati,Al Musrati,CDM++,AS Monaco,Libya,Ligue 1 Uber Eats,80,62,66,71,71,78,84,14625
Kevin Danso,Danso,CB++,Spurs,Austria,Premier League,80,75,32,57,62,80,85,13500
Callum McGregor,McGregor,CDM++,Celtic,Scotland,cinch Prem,79,79,74,77,80,71,78,13440
Leonardo Spinazzola,Spinazzola,LM++,SSC Napoli,Italy,Serie A TIM,79,88,65,74,79,76,69,13440
Karim Adeyemi,Adeyemi,LM++,Borussia Dortmund,Germany,Bundesliga,79,96,73,71,81,34,70,12480
Pedro Lomba Neto,Pedro Neto,RW++,Chelsea,Portugal,Premier League,79,88,74,72,83,31,59,12480
Nicolas Jackson,Jackson,ST++,Chelsea,Senegal,Premier League,79,83,78,65,80,40,73,12480
Robert Lynch Sánchez,Robert Sánchez,GK++,Chelsea,Spain,Premier League,79,79,77,75,80,58,79,12480
Noa Lang,Lang,LW++,PSV,Netherlands,Eredivisie,79,82,75,72,84,50,70,12480
Rayan Aït-Nouri,Aït-Nouri,LB++,Wolves,Algeria,Premier League,79,84,52,73,82,73,70,12480
Ezequiel Ávila,Ávila,ST++,Real Betis,Argentina,LALIGA EA SPORTS,79,77,80,65,77,45,85,12480
Alexander Bah,Bah,RB++,SL Benfica,Denmark,Liga Portugal,79,91,65,72,75,74,81,13440
Abdülkerim Bardakcı,Bardakcı,CB++,Galatasaray,Türkiye,Trendyol Süper Lig,79,61,45,71,69,79,86,12480
Yuri Berchiche Izeta,Yuri Berchiche,LB++,Athletic Club,Spain,LALIGA EA SPORTS,79,79,68,74,75,77,83,13440
Marco Bizot,Bizot,GK++,Stade Brestois 29,Netherlands,Ligue 1 Uber Eats,79,79,76,72,80,46,79,12480
Sacha Boey,Boey,RB++,FC Bayern München,France,Bundesliga,79,82,55,66,77,78,80,12480
Brian Brobbey,Brobbey,ST++,Ajax,Netherlands,Eredivisie,79,85,76,57,73,30,80,12480
Marcin Bułka,Bułka,GK++,OGC Nice,Poland,Ligue 1 Uber Eats,79,79,76,71,81,27,79,12480
Matheus Santos Carneiro Da Cunha,Matheus Cunha,ST++,Wolves,Brazil,Premier League,79,84,78,76,83,44,75,12480
Sergiño Dest,Dest,LB++,PSV,United States,Eredivisie,79,91,60,75,82,72,69,12480
Wenderson Nascimento Galeno,Galeno,LM++,FC Porto,Brazil,Liga Portugal,79,93,76,70,82,38,68,12480
Mattia Perin,Perin,GK++,Juventus,Italy,Serie A TIM,79,79,79,71,81,57,79,12480
Ethan Pinnock,Pinnock,CB++,Brentford,Jamaica,Premier League,79,67,36,56,61,81,83,11520
Soufiane Rahimi,Rahimi,LM++,Al Ain FC,Morocco,United Emirates League,79,85,77,73,78,38,66,12480
Gonçalo Matias Ramos,Gonçalo Ramos,ST++,Paris SG,Portugal,Ligue 1 Uber Eats,79,76,77,64,77,47,81,12480
Antonee Robinson,Robinson,LB++,Fulham,United States,Premier League,79,88,46,71,77,74,77,12480
Alejandro Romero Gamarra,Kaku,CAM++,Al Ain FC,Paraguay,United Emirates League,79,81,72,81,80,52,64,12480
Valentin Rongier,Rongier,CDM++,OM,France,Ligue 1 Uber Eats,79,65,65,75,78,75,78,12480
Benjamin Šeško,Šeško,ST++,RB Leipzig,Slovenia,Bundesliga,79,85,78,63,77,46,78,12480
Wilfried Singo,Singo,CB++,AS Monaco,Côte d'Ivoire,Ligue 1 Uber Eats,79,77,57,70,73,77,83,12480
António João Tavares Silva,António Silva,CB++,SL Benfica,Portugal,Liga Portugal,79,80,37,64,69,79,80,12480
Martin Terrier,Terrier,ST++,Leverkusen,France,Bundesliga,79,82,80,75,79,36,72,12480
Quinten Timber,Timber,CM++,Feyenoord,Netherlands,Eredivisie,79,77,76,75,79,75,81,13440
Jurriën Timber,Timber,CB++,Arsenal,Netherlands,Premier League,79,78,47,67,76,80,78,12480
Aaron Wan-Bissaka,Wan-Bissaka,RB++,West Ham,England,Premier League,79,82,51,68,77,77,72,12480
Denis Zakaria,Zakaria,CDM++,AS Monaco,Switzerland,Ligue 1 Uber Eats,79,80,67,72,76,78,84,13440
Edon Zhegrova,Zhegrova,RM++,LOSC Lille,Kosovo,Ligue 1 Uber Eats,79,85,71,76,82,25,62,12480
Lewis Ferguson,Ferguson,CM++,Bologna,Scotland,Serie A TIM,79,75,78,75,80,73,82,13440
Mark Flekken,Flekken,GK++,Brentford,Netherlands,Premier League,79,80,74,83,82,32,77,12480
Alejandro Garnacho Ferreyra,Alejandro Garnacho,LM++,Manchester Utd,Argentina,Premier League,79,86,75,72,81,37,59,12480
Lutsharel Geertruida,Geertruida,CB++,Feyenoord,Netherlands,Eredivisie,79,75,57,70,76,79,78,12480
João Pedro Gonçalves Neves,João Neves,CM++,Paris SG,Portugal,Ligue 1 Uber Eats,79,81,68,75,80,75,80,13440
Hiroki Ito,Ito,CB++,FC Bayern München,Japan,Bundesliga,79,77,57,71,72,80,75,12480
Lukas Klostermann,Klostermann,CB++,RB Leipzig,Germany,Bundesliga,79,82,50,64,70,81,76,12480
Geoffrey Kondogbia,Kondogbia,CM++,OM,Central African Republic,Ligue 1 Uber Eats,79,67,71,75,75,80,88,13440
Manuel Lazzari,Lazzari,RB++,Latium,Italy,Serie A TIM,79,93,62,76,82,70,66,12480
Kang In Lee,Lee Kang In,CAM++,Paris SG,Korea Republic,Ligue 1 Uber Eats,79,74,74,80,82,50,66,12480
Jefferson Lerma,Lerma,CDM++,Crystal Palace,Colombia,Premier League,79,72,71,71,74,77,81,12480
Castello Lukeba,Lukeba,CB++,RB Leipzig,France,Bundesliga,79,70,43,68,73,80,73,12480
Ian Maatsen,Maatsen,LB++,Aston Villa,Netherlands,Premier League,79,86,65,75,81,72,63,12480
Omar Marmoush,Marmoush,ST++,Frankfurt,Egypt,Bundesliga,79,89,78,66,83,32,71,12480
Adam Marušić,Marušić,LB++,Latium,Montenegro,Serie A TIM,79,87,66,67,74,76,80,13440
Chancel Mbemba,Mbemba,CB++,OM,Congo DR,Ligue 1 Uber Eats,79,73,57,65,68,80,81,12480
Takumi Minamino,Minamino,CAM++,AS Monaco,Japan,Ligue 1 Uber Eats,79,79,74,75,82,40,64,12480
Hany Mukhtar,Mukhtar,CAM++,Nashville SC,Germany,MLS,79,82,75,77,80,44,64,12480
Nordi Mukiele,Mukiele,RB++,Paris SG,France,Ligue 1 Uber Eats,79,77,49,68,71,80,80,12480
Nordi Mukiele,Mukiele,RB++,Leverkusen,France,Bundesliga,79,77,49,68,71,80,80,12480
Lutsharel Geertruida,Geertruida,CB++,RB Leipzig,Netherlands,Bundesliga,79,75,57,70,76,79,78,12480
Cuadrado,Cuadrado,RM++,Bergamo Calcio,Colombia,Serie A TIM,79,83,74,78,83,75,66,13440
Omar Marmoush,Marmoush,ST++,Manchester City,Egypt,Premier League,79,89,78,66,83,32,71,12480
Leandro Paredes,Paredes,CM++,AS Roma,Argentina,Serie A TIM,78,62,64,83,78,71,77,10335
Khéphren Thuram,Thuram,CM++,Juventus,France,Serie A TIM,78,71,71,77,78,76,78,11130
Matías Vecino,Vecino,CM++,Latium,Uruguay,Serie A TIM,78,58,73,75,76,79,79,10335
Olivier Boscagli,Boscagli,CB++,PSV,France,Eredivisie,78,67,50,75,76,80,75,10335
Maxence Caqueret,Caqueret,CM++,OL,France,Ligue 1 Uber Eats,78,75,62,75,79,75,73,10335
Ousmane Diomande,Diomande,CB++,Sporting CP,Côte d'Ivoire,Liga Portugal,78,80,26,53,73,77,83,9540
Alfonso Espino,Espino,LB++,Rayo Vallecano,Uruguay,LALIGA EA SPORTS,78,87,63,68,73,75,82,10335
Lucas Estella Perri,Lucas Perri,GK++,OL,Brazil,Ligue 1 Uber Eats,78,81,73,80,81,35,75,10335
Przemysław Frankowski,Frankowski,RB++,RC Lens,Poland,Ligue 1 Uber Eats,78,90,72,75,76,70,73,11130
Levi García,García,ST++,AEK Athens,Trinidad and Tobago,Hellas Liga,78,89,77,71,81,35,82,10335
Francisco José García Torres,Fran García,LB++,Real Madrid,Spain,LALIGA EA SPORTS,78,89,49,69,77,71,69,10335
Jonathan Gradit,Gradit,CB++,RC Lens,France,Ligue 1 Uber Eats,78,69,29,63,69,78,79,9540
Ryan Gravenberch,Gravenberch,CM++,Liverpool,Netherlands,Premier League,78,71,76,77,81,68,73,10335
