Nombre,Alias,Posición,Club,Nación,Liga,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Precio
Tygo Land,Land,CM++,PSV,Netherlands,Eredivisie,64,74,53,64,71,53,47,-1
Sondre Langås,Langås,CB++,Viking FK,Norway,Eliteserien,64,78,37,51,59,63,73,-1
Dominik Lanius,Lanius,CB++,Hansa Rostock,Germany,3. Liga,64,52,35,42,43,63,80,-1
Michael Lansing,Lansing,GK++,Kristiansund BK,United States,Eliteserien,64,64,65,62,62,38,64,-1
Antoine Larose,Larose,RM++,AC Beauruelle,France,Ligue 2 BKT,64,72,61,58,67,32,56,-1
Mads Larsen,Larsen,CM++,Silkeborg IF,Denmark,3F Superliga,64,69,57,61,64,57,48,-1
David Lazar,Lazar,GK++,Univ. Craiova,Romania,SUPERLIGA,64,64,64,62,64,54,65,-1
Kang Hyeon Lee,Lee Kang Hyeon,CDM++,GwangJu FC,Korea Republic,K League 1,64,61,44,51,57,61,76,-1
Jae won Lee,Lee Jae Won,CM++,Suwon FC,Korea Republic,K League 1,64,65,57,60,68,56,64,-1
Tommy Leigh,Leigh,CAM++,MK Dons,England,EFL League Two,64,71,63,62,64,53,71,-1
Granit Lekaj,Lekaj,CB++,FC Winterthur,Kosovo,CSSL,64,31,37,46,48,66,75,-1
Jonathan Leko,Leko,ST++,MK Dons,England,EFL League Two,64,90,60,55,66,35,65,-1
Noha Lemina,Lemina,LM++,AC Beauruelle,Gabon,Ligue 2 BKT,64,77,60,58,69,29,53,-1
Roberto León,León,GK++,Racing Club,Argentina,Sudamericana,64,65,63,56,64,27,63,-1
Gabriel Leyes,Leyes,ST++,Danubio,Uruguay,Sudamericana,64,66,66,48,60,27,66,-1
Rubén Lezcano,Lezcano,CM++,Libertad,Paraguay,Libertadores,64,67,52,60,65,56,58,-1
Ang Li,Li Ang,CB++,Shanghai Port,China PR,CSL,64,55,57,60,56,62,79,-1
Tixiang Li,Li Tixiang,CDM++,Zhejiang Pro,China PR,CSL,64,66,54,61,63,57,72,-1
Junjian Liao,Liao Junjian,CB++,Meizhou Hakka,China PR,CSL,64,64,46,54,54,64,72,-1
Rai Pablo Lima,Lima,CM++,Real Tomayapo,Bolivia,Sudamericana,64,66,57,63,65,55,62,-1
Axel Lindahl,Lindahl,RB++,BK Häcken,Sweden,Allsvenskan,64,80,48,61,68,54,59,-1
Julius Lindberg,Lindberg,RW++,BK Häcken,Sweden,Allsvenskan,64,71,63,58,67,38,58,-1
Armani Little,Little,CM++,Gillingham,England,EFL League Two,64,78,61,62,66,58,64,-1
Yun Liu,Liu Yun,RM++,Changchun Yatai,China PR,CSL,64,79,60,60,62,54,62,-1
Junshuai Liu,Liu Junshuai,CB++,Qingdao Hainiu,China PR,CSL,64,61,37,49,50,63,75,-1
Enrique Lofolomo,Lofolomo,CB++,Viktoria Köln,Germany,3. Liga,64,69,52,57,64,62,69,-1
Santiago López,López,RW++,Independiente,Argentina,LPF,64,84,65,56,64,25,56,-1
Francisco López Manzanara,Fran Manzanara,CDM++,Racing de Ferrol,Spain,LALIGA HYPERMOTION,64,64,50,57,63,63,64,-1
Javier López Rodríguez,Javi López,RB++,Adelaide United,Spain,A-League,64,54,52,62,64,64,65,-1
Javier López-Pinto Dorado,López-Pinto,LM++,Burgos CF,Spain,LALIGA HYPERMOTION,64,67,61,59,65,28,64,-1
Daniel Lorenzo Guerrero,Dani Lorenzo,CM++,Málaga CF,Spain,LALIGA HYPERMOTION,64,69,52,64,66,60,55,-1
Victor Loturi,Loturi,CDM++,Ross County,Canada,cinch Prem,64,69,54,61,68,60,63,-1
Mathias Løvik,Løvik,LB++,Molde FK,Norway,Eliteserien,64,81,39,52,63,57,65,-1
Boyd Lucassen,Lucassen,RB++,NAC Breda,Netherlands,Eredivisie,64,65,47,53,59,62,66,-1
Angelo Lucena,Lucena,RM++,Metropolitanos,Venezuela,Sudamericana,64,70,61,62,63,50,51,-1
Juan Ludueña,Ludueña,CB++,Unión,Argentina,LPF,64,55,32,42,48,64,72,-1
Marcos Luna Ruiz,Marcos Luna,RB++,Real Zaragoza,Spain,LALIGA HYPERMOTION,64,71,35,45,52,65,75,-1
Gustav Lundgren,Lundgren,RW++,GAIS,Sweden,Allsvenskan,64,66,61,64,64,33,66,-1
Jay Lynch,Lynch,GK++,Fleetwood Town,England,EFL League Two,64,63,65,60,63,41,64,-1
Arthur Lyska,Lyska,GK++,Wehen Wiesbaden,Germany,3. Liga,64,66,63,63,67,42,66,-1
Cristhian Machado,Machado,CDM++,Wilstermann,Bolivia,Sudamericana,64,75,44,54,59,61,68,-1
Manuel Maria Machado C. Namora,Manuel Namora,ST++,Boavista FC,Portugal,Liga Portugal,64,67,65,52,63,26,54,-1
Pedro Luís Machado Ganchas,Pedro Ganchas,CB++,Silkeborg IF,Portugal,3F Superliga,64,46,32,35,38,66,70,-1
Gary Mackay-Steven,Mackay-Steven,LM++,Kilmarnock,Scotland,cinch Prem,64,76,58,59,66,36,54,-1
Abdussalam Magashy,Magashy,CAM++,Kalmar FF,Nigeria,Allsvenskan,64,79,60,59,66,60,78,-1
Josh Magennis,Magennis,ST++,Exeter City,Northern Ireland,EFL League One,64,48,64,54,59,42,79,-1
Enes Mahmutovic,Mahmutovic,CB++,NAC Breda,Luxembourg,Eredivisie,64,53,27,38,40,64,71,-1
Mikkel Maigaard,Maigaard,LM++,Cracovia,Denmark,PKO BP Ekstraklasa,64,60,59,65,63,54,66,-1
Filip Majchrowicz,Majchrowicz,GK++,Górnik Zabrze,Poland,PKO BP Ekstraklasa,64,69,58,63,63,33,65,-1
Erik Majetschak,Majetschak,CB++,FC Erzgebirge Aue,Germany,3. Liga,64,66,53,62,61,63,69,-1
Mateusz Mak,Mak,LW++,GKS Katowice,Poland,PKO BP Ekstraklasa,64,74,58,61,67,43,58,-1
Scott Malone,Malone,LB++,Crawley Town,England,EFL League One,64,69,55,60,59,59,70,-1
Felix Mambimbi,Mambimbi,ST++,FC St. Gallen,Switzerland,CSSL,64,86,62,54,70,24,53,-1
Mikaël Mandron,Mandron,ST++,St. Mirren,France,cinch Prem,64,55,64,53,60,45,76,-1
Luca Maniero,Maniero,GK++,Cittadella,Italy,Serie BKT,64,64,63,60,67,40,66,-1
Giacomo Manzari,Manzari,ST++,Bari,Italy,Serie BKT,64,77,65,57,66,28,51,-1
Julián Marchioni,Marchioni,CM++,Politehnica Iași,Argentina,SUPERLIGA,64,55,59,62,62,61,71,-1
Luc Mares,Mares,CB++,HamKam Fotball,Netherlands,Eliteserien,64,59,52,58,56,62,69,-1
Richonell Margaret,Margaret,RM++,RKC Waalwijk,Netherlands,Eredivisie,64,77,60,56,66,23,65,-1
Eman Marković,Marković,LM++,Sandefjord,Norway,Eliteserien,64,77,57,57,66,32,61,-1
Ar'jany Martha,Martha,LB++,K. Beerschot VA,Curaçao,1A Pro League,64,79,50,61,70,55,50,-1
Ariel Martínez,Martínez,CM++,Palestino,Chile,Libertadores,64,63,59,66,69,49,63,-1
Felipe Martins,Felipe,CDM++,Orlando City,Brazil,MLS,64,47,63,65,65,59,65,-1
Edoardo Masciangelo,Masciangelo,LM++,Cittadella,Italy,Serie BKT,64,80,54,61,65,60,65,-1
Conor Masterson,Masterson,CB++,Gillingham,Republic of Ireland,EFL League Two,64,62,33,44,52,64,72,-1
Jay Matete,Matete,CM++,Bolton,England,EFL League One,64,73,55,61,70,62,67,-1
Aïman Maurer,Maurer,LM++,Clermont Foot 63,Morocco,Ligue 2 BKT,64,59,58,63,69,38,44,-1
Jimmy Maurer,Maurer,GK++,FC Dallas,United States,MLS,64,64,63,64,64,36,67,-1
Niklas May,May,LM++,Viktoria Köln,Germany,3. Liga,64,74,48,59,65,62,61,-1
Ashley Maynard-Brewer,Maynard-Brewer,GK++,Charlton Ath,Australia,EFL League One,64,65,61,64,66,39,60,-1
Danny Mayor,Mayor,CM++,Fleetwood Town,England,EFL League Two,64,62,58,64,66,48,66,-1
Jason McCarthy,McCarthy,RB++,Wycombe,England,EFL League One,64,71,53,57,60,60,75,-1
Aaron McEneff,McEneff,CM++,Shamrock Rovers,Republic of Ireland,SSE Airtricity PD,64,66,59,64,65,58,66,-1
James McGarry,McGarry,LB++,Aberdeen,New Zealand,cinch Prem,64,82,59,58,67,55,75,-1
Tommy McNamara,McNamara,CM++,New England,United States,MLS,64,46,65,66,65,53,64,-1
Christopher McVey,McVey,CB++,D.C. United,Sweden,MLS,64,65,33,56,54,62,78,-1
Ryan Meara,Meara,GK++,Red Bulls,United States,MLS,64,63,62,61,66,46,65,-1
Santiago Mederos,Mederos,LM++,Racing Club,Uruguay,Sudamericana,64,72,65,59,69,43,54,-1
Rick Meissen,Meissen,CB++,Sparta Rotterdam,Netherlands,Eredivisie,64,47,33,42,47,63,72,-1
Howell Mena,Mena,CB++,Junior,Colombia,Libertadores,64,54,24,39,42,64,66,-1
Claudio Mendes Vicente,Clau Mendes,ST++,Casa Pia AC,Guinea-Bissau,Liga Portugal,64,87,63,59,60,35,61,-1
Sergio Mendoza,Mendoza,LB++,S. Trinidense,Paraguay,Sudamericana,64,71,50,59,63,58,60,-1
Jorge Mendoza,Mendoza,CM++,Sportivo Luqueño,Paraguay,Sudamericana,64,63,65,66,67,41,58,-1
Patrik Mercado,Mercado,CM++,Independiente DV,Ecuador,Libertadores,64,72,58,57,64,59,56,-1
Benji Michel,Michel,LM++,Real Salt Lake,United States,MLS,64,82,64,53,64,22,58,-1
Glenn Middleton,Middleton,LW++,Dundee United,Scotland,cinch Prem,64,83,57,60,64,27,57,-1
Alex Mighten,Mighten,LM++,Nott'm Forest,England,Premier League,64,78,54,56,71,27,48,-1
Patrik Mijić,Mijić,ST++,TSV Hartberg,Croatia,Ö. Bundesliga,64,65,63,47,59,27,64,-1
William Mikelbrencis,Mikelbrencis,RB++,Hamburger SV,France,Bundesliga 2,64,75,38,56,62,60,57,-1
Thomas Mikkelsen,Mikkelsen,GK++,Brøndby IF,Denmark,3F Superliga,64,63,65,64,65,32,66,-1
Nikola Mileusnić,Mileusnić,RM++,Perth Glory,Australia,A-League,64,87,59,56,63,42,66,-1
Sebastian Milewski,Milewski,CDM++,GKS Katowice,Poland,PKO BP Ekstraklasa,64,71,53,61,64,60,67,-1
Eric Miller,Miller,RB++,Portland Timbers-Thorns,United States,MLS,64,66,37,52,58,61,69,-1
Jovan Milošević,Milošević,ST++,FC St. Gallen,Serbia,CSSL,64,53,65,51,61,32,65,-1
Sixto Mina,Mina,CB++,Dep. Cuenca,Ecuador,Sudamericana,64,67,47,46,56,64,67,-1
Muzepper Mirahmetjan,Mirahmetjan,CM++,Rongcheng FC,China PR,CSL,64,68,64,65,63,60,76,-1
Andrei Miron,Miron,CB++,FC Botoșani,Romania,SUPERLIGA,64,46,42,48,48,63,73,-1
David Mitov Nilsson,Mitov Nilsson,GK++,IFK Norrköping,North Macedonia,Allsvenskan,64,64,61,64,66,26,64,-1
Clinton Mola,Mola,LB++,Bristol Rovers,England,EFL League One,64,73,42,59,64,61,64,-1
Gavin Molloy,Molloy,CB++,Aberdeen,Republic of Ireland,cinch Prem,64,55,52,53,56,63,70,-1
Luke Molyneux,Molyneux,RM++,Doncaster,England,EFL League Two,64,82,59,58,63,48,61,-1
Ignacio Monsalve Vicente,Nacho Monsalve,CB++,CD Eldense,Spain,LALIGA HYPERMOTION,64,54,31,51,53,65,70,-1
Mikey Moore,Moore,LM++,Spurs,England,Premier League,64,75,60,60,66,35,51,-1
Taylor Moore,Moore,CB++,Bristol Rovers,England,EFL League One,64,61,37,58,58,63,71,-1
Matías Moreno,Moreno,CB++,Belgrano,Argentina,Sudamericana,64,56,28,35,43,66,69,-1
Ryoya Morishita,Morishita,RM++,Legia Warszawa,Japan,PKO BP Ekstraklasa,64,71,57,58,66,59,61,-1
Liam Morrison,Morrison,CB++,QPR,Scotland,EFL Championship,64,53,31,45,53,65,65,-1
Ebiye Moses,Moses,ST++,Motherwell,Nigeria,cinch Prem,64,82,62,52,63,36,72,-1
Carlos Mosquera,Mosquera,GK++,Alianza FC,Colombia,Sudamericana,64,60,66,67,65,15,61,-1
Nicola Mosti,Mosti,CAM++,SS Juve Stabia,Italy,Serie BKT,64,62,52,63,66,42,51,-1
Victor Gabriel Moura de Oliveira,Vitinho,CM++,Arouca,Brazil,Liga Portugal,64,65,64,63,66,53,55,-1
Suphanat Mueanta,Mueanta,RW++,OH Leuven,Thailand,1A Pro League,64,66,61,57,67,23,44,-1
Ji Hwan Mun,Mun Ji Hwan,CM++,Incheon United,Korea Republic,K League 1,64,57,47,57,59,64,77,-1
Romaine Mundle,Mundle,LM++,Sunderland,England,EFL Championship,64,77,56,57,71,38,55,-1
Alex Murphy,Murphy,CB++,Newcastle Utd,Republic of Ireland,Premier League,64,65,34,54,57,62,68,-1
Simon Murray,Murray,ST++,Dundee FC,Scotland,cinch Prem,64,79,64,46,61,22,71,-1
Torben Müsel,Müsel,CM++,Rot-Weiss Essen,Germany,3. Liga,64,68,63,61,68,46,67,-1
Danny Musovski,Musovski,ST++,Sounders FC,United States,MLS,64,63,63,51,63,43,65,-1
Niclas Nadj,Nadj,CAM++,SC Paderborn 07,Germany,Bundesliga 2,64,69,53,60,67,36,56,-1
Michał Nalepa,Nalepa,CB++,Zagłębie Lubin,Poland,PKO BP Ekstraklasa,64,34,42,47,45,62,79,-1
Miguel Navarro,Navarro,LB++,Talleres,Venezuela,Libertadores,64,73,31,51,62,60,62,-1
Corrie Ndaba,Ndaba,LB++,Kilmarnock,Republic of Ireland,cinch Prem,64,70,27,53,58,62,75,-1
Théo Ndicka Matam,Ndicka Matam,LB++,Grasshopper Club,France,CSSL,64,78,48,57,66,56,66,-1
Harrison Neal,Neal,CDM++,Carlisle United,England,EFL League Two,64,43,45,57,56,61,70,-1
Dylan Nealis,Nealis,RB++,Red Bulls,United States,MLS,64,72,40,46,56,64,68,-1
Stephan Negru,Negru,CB++,Salford City,Republic of Ireland,EFL League Two,64,56,25,42,48,63,70,-1
Lewis Neilson,Neilson,CB++,St. Johnstone,Scotland,cinch Prem,64,66,27,48,55,63,66,-1
Aaron Nemane,Nemane,RM++,MK Dons,France,EFL League Two,64,89,53,55,66,52,52,-1
Elliott Nevitt,Nevitt,ST++,Gillingham,England,EFL League Two,64,70,62,48,59,27,79,-1
Ahmad Ngouyamsa,Ngouyamsa,RB++,Rodez AF,Cameroon,Ligue 2 BKT,64,76,40,56,65,59,66,-1
Karol Niemczycki,Niemczycki,GK++,SV Darmstadt 98,Poland,Bundesliga 2,64,65,65,61,66,28,65,-1
Jack Nolan,Nolan,RM++,Gillingham,England,EFL League Two,64,66,61,61,64,47,68,-1
Abdulaziz Noor,Noor,RM++,Al Wehda,Sudan,ROSHN Saudi League,64,77,56,61,60,30,56,-1
Lasse Nordås,Nordås,ST++,Tromsø IL,Norway,Eliteserien,64,76,61,47,61,25,67,-1
Gustaf Norlin,Norlin,LM++,IFK Göteborg,Sweden,Allsvenskan,64,74,56,59,63,37,61,-1
Cameron Norman,Norman,RB++,Tranmere Rovers,England,EFL League Two,64,70,47,57,60,58,78,-1
Conor Noß,Noß,CAM++,Blau-Weiss Linz,Republic of Ireland,Ö. Bundesliga,64,81,57,59,72,32,49,-1
Javier Núñez,Núñez,LW++,Sport Huancayo,Peru,Sudamericana,64,76,58,58,66,50,54,-1
Richard Nuñez,Nuñez,CDM++,Danubio,Uruguay,Sudamericana,64,62,57,60,55,63,65,-1
Ethan Nwaneri,Nwaneri,CAM++,Arsenal,England,Premier League,64,68,62,62,67,39,50,-1
Anthony O'Connor,O'Connor,CB++,Harrogate Town,Republic of Ireland,EFL League Two,64,51,44,52,54,63,78,-1
Warren O'Hora,O'Hora,CB++,Hibernian,Republic of Ireland,cinch Prem,64,52,39,49,52,63,78,-1
Brandon O'Neill,O'Neill,CM++,Perth Glory,Australia,A-League,64,56,59,64,62,61,71,-1
Shane O'Neill,O'Neill,CB++,Toronto FC,United States,MLS,64,52,47,55,55,62,73,-1
Daniel O'Shaughnessy,O'Shaughnessy,CB++,HJK Helsinki,Finland,Finnliiga,64,46,39,56,50,64,62,-1
Abraham Odoh,Odoh,LM++,Peterborough,England,EFL League One,64,88,58,56,67,47,72,-1
Ebenezer Ofori,Ofori,CM++,Vejle Boldklub,Ghana,3F Superliga,64,71,55,62,67,60,69,-1
Alaaddin Okumuş,Okumuş,RB++,Sivasspor,Türkiye,Trendyol Süper Lig,64,68,48,58,63,61,61,-1
Junior Olaitan,Olaitan,CAM++,ESTAC Troyes,Benin,Ligue 2 BKT,64,79,66,60,65,53,77,-1
Roberto Emanuel Oliveira Alves,Roberto Alves,CDM++,Radomiak Radom,Switzerland,PKO BP Ekstraklasa,64,75,64,66,66,57,64,-1
Paweł Olkowski,Olkowski,RM++,Górnik Zabrze,Poland,PKO BP Ekstraklasa,64,66,56,62,64,61,66,-1
Marcus Olsson,Olsson,LB++,Halmstads BK,Sweden,Allsvenskan,64,65,48,59,63,62,58,-1
Elías Már Ómarsson,Ómarsson,ST++,NAC Breda,Iceland,Eredivisie,64,85,60,53,66,37,71,-1
Kristian Onsrud,Onsrud,CM++,HamKam Fotball,Norway,Eliteserien,64,54,61,62,62,58,73,-1
Louis Oppie,Oppie,LB++,Arminia Bielefeld,Germany,3. Liga,64,77,48,56,57,59,76,-1
Renzo Orihuela,Orihuela,CB++,Bolívar,Uruguay,Libertadores,64,74,41,53,63,66,58,-1
Danilo Orsi,Orsi,ST++,Burton Albion,England,EFL League One,64,73,63,51,63,25,66,-1
Gustavo Almada,Almada,GK++,Universitario,Bolivia,Sudamericana,64,62,64,61,63,21,64,-1
Jevani Brown,Brown,ST++,Notts County,Jamaica,EFL League Two,64,79,62,60,64,45,68,-1
Paweł Jaroszyński,Jaroszyński,LM++,Salernitana,Poland,Serie BKT,64,63,53,63,63,64,71,-1
Ben Thompson,Thompson,CM++,Bromley FC,England,EFL League Two,64,69,59,61,66,61,67,-1
Sam Stubbs,Stubbs,CB++,Cheltenham Town,England,EFL League Two,64,63,29,41,53,63,75,-1
Anthony Scully,Scully,LM++,Colchester,Republic of Ireland,EFL League Two,64,75,61,58,67,34,53,-1
Sveinn Aron Guðjohnsen,Guðjohnsen,ST++,Sarpsborg 08,Iceland,Eliteserien,64,40,64,47,62,33,72,-1
Ben Waine,Waine,ST++,Mansfield Town,New Zealand,EFL League One,64,82,63,55,63,44,75,-1
Jensen Weir,Weir,CM++,Wigan Athletic,England,EFL League One,64,67,63,60,64,58,61,-1
Antonio Jonjić,Jonjić,ST++,Hansa Rostock,Germany,3. Liga,64,76,62,57,69,31,64,-1
David Lazar,Lazar,GK++,FC Gloria Buzău,Romania,SUPERLIGA,64,64,64,62,64,54,65,-1
Davide Bettella,Bettella,CB++,Frosinone,Italy,Serie BKT,64,51,35,47,50,67,56,-1
Jonas Carls,Carls,LB++,SV Sandhausen,Germany,3. Liga,64,82,56,56,64,54,58,-1
Jack Iredale,Iredale,CB++,Hibernian,Australia,cinch Prem,64,72,43,56,58,61,74,-1
Jake Young,Young,ST++,Stevenage,England,EFL League One,64,80,62,46,62,25,64,-1
Samuel Ballet,Ballet,RM++,FC Zürich,Switzerland,CSSL,64,78,60,55,65,22,72,-1
Alex Mighten,Mighten,LM++,FC Nordsjælland,England,3F Superliga,64,78,54,56,71,27,48,-1
Cheick Diabaté,Diabaté,CB++,Bradford City,England,EFL League Two,64,71,30,43,55,62,72,-1
Jack Currie,Currie,LB++,Leyton Orient,England,EFL League One,64,76,37,52,63,58,59,-1
Joe Hodge,Hodge,CDM++,Huddersfield,Republic of Ireland,EFL League One,64,66,53,61,65,59,60,-1
Josh Coburn,Coburn,ST++,Millwall,England,EFL Championship,64,58,64,47,61,22,70,-1
Youssef Amyn,Amyn,CAM++,Al Wehda,Iraq,ROSHN Saudi League,64,74,59,57,71,40,43,-1
Naatan Skyttä,Skyttä,CM++,USL Dunkerque,Finland,Ligue 2 BKT,64,64,53,65,70,45,48,-1
Myles Peart-Harris,Peart-Harris,CM++,Swansea City,England,EFL Championship,64,72,61,63,65,52,71,-1
Felipe Salomoni,Salomoni,LB++,Al Ain FC,Argentina,United Emirates League,64,74,44,55,59,57,63,-1
Junior Olaitan,Olaitan,CAM++,Grenoble Foot 38,Benin,Ligue 2 BKT,64,79,66,60,65,53,77,-1
Tomás Palacios,Palacios,CB++,Lombardia FC,Argentina,Serie A TIM,64,53,36,34,38,66,69,-1
Emmanuel Yeboah,Yeboah,ST++,Vejle Boldklub,Ghana,3F Superliga,64,83,60,55,63,36,77,-1
Franco Carboni,Carboni,LB++,Venezia,Argentina,Serie A TIM,64,62,40,55,57,60,68,-1
Matías Moreno,Moreno,CB++,Fiorentina,Argentina,Serie A TIM,64,56,28,35,43,66,69,-1
Adama Bojang,Bojang,ST++,Grasshopper Club,Gambia,CSSL,64,62,64,50,60,36,57,-1
Mohamed Jaouab,Jaouab,CB++,Amiens SC,Morocco,Ligue 2 BKT,64,57,29,42,51,64,65,-1
Jadel Katongo,Katongo,RB++,Peterborough,England,EFL League One,64,70,36,55,58,61,68,-1
Unai Egiluz Arroyo,Egiluz,CB++,CD Mirandés,Spain,LALIGA HYPERMOTION,64,54,40,45,45,62,71,-1
Ian Forns Montes,Ian Forns,LB++,Burgos CF,Spain,LALIGA HYPERMOTION,64,83,53,57,65,57,59,-1
Christy Pym,Pym,GK++,Mansfield Town,Northern Ireland,EFL League One,64,59,64,65,66,43,64,-1
Ahmad Ngouyamsa,Ngouyamsa,RB++,Rodez AF,Chad,Ligue 2 BKT,64,76,40,56,65,59,66,-1
Gilberto Dambi Batista,Gilberto,CB++,Moreirense FC,Guinea-Bissau,Liga Portugal,64,62,29,47,53,64,70,-1
Boiro,Boiro,LB++,Athletic Club,Senegal,LALIGA EA SPORTS,64,73,47,56,60,61,67,-1
Chase,Chase,CB++,VfB Stuttgart,Japan,Bundesliga,64,63,27,41,48,63,68,-1
Brandon Fleming,Fleming,LB++,Hull City,England,EFL Championship,64,73,36,57,64,60,57,-1
Niklas Kölle,Kölle,LM++,VfL Osnabrück,Germany,3. Liga,64,80,48,55,62,59,70,-1
Florian Dietz,Dietz,ST++,SCR Altach,Germany,Ö. Bundesliga,64,73,62,43,57,25,71,-1
Eman Markovic,Markovic,LM++,IFK Göteborg,Norway,Allsvenskan,64,77,57,57,66,32,61,-1
Oliver Zandén,Zandén,LB++,Toulouse FC,Sweden,Ligue 1 Uber Eats,64,63,40,60,54,62,62,-1
Will Patching,Patching,CAM++,Carlisle United,England,EFL League Two,64,59,62,64,64,53,59,-1
Catriel Cabellos,Cabellos,CM++,Racing Club,Peru,Sudamericana,64,67,56,63,65,54,53,-1
Haifeng Ding,Ding Haifeng,LB++,Tianjin JMT FC,China PR,CSL,64,80,52,60,65,56,64,-1
Woo Jae Jeong,Jeong Woo Jae,LB++,Daegu FC,Korea Republic,K League 1,64,73,59,60,66,59,71,-1
Diego Alonso Romero,Romero,GK++,Banfield,Peru,LPF,64,62,64,60,63,25,62,-1
Lewis Neilson,Neilson,CB++,Hearts,Scotland,cinch Prem,64,66,27,48,55,63,66,-1
Tanner Beason,Beason,CB++,New England,United States,MLS,64,60,25,42,56,64,70,-1
Joaquín Pombo,Pombo,CB++,Banfield,Argentina,LPF,64,51,32,38,40,64,73,-1
Stephan Negru,Negru,CB++,Oxford United,Republic of Ireland,EFL Championship,64,56,25,42,48,63,70,-1
Dario Ulrich,Ulrich,RM++,FC Winterthur,Switzerland,CSSL,64,67,61,60,65,61,52,-1
Shaun Rooney,Rooney,RB++,Fleetwood Town,Scotland,EFL League Two,64,68,52,59,61,59,81,-1
Jimmy Maurer,Maurer,GK++,Houston Dynamo,United States,MLS,64,64,63,64,64,36,67,-1
André Boman,Boman,RB++,IF Elfsborg,Sweden,Allsvenskan,64,79,49,58,65,57,65,-1
Elton Kabangu,Kabangu,ST++,Hearts,Belgium,cinch Prem,64,77,62,60,68,33,52,-1
Vegard Kongsro,Kongsro,LB++,Yverdon Sport FC,Norway,CSSL,64,77,42,56,59,58,67,-1
Yul Heo,Heo Yul,CB++,Ulsan Hyundai,Korea Republic,K League 1,64,82,60,43,58,60,76,-1
Mathias Løvik,Løvik,LB++,Parma,Norway,Serie A TIM,64,81,39,52,63,57,65,-1
Will Goodwin,Goodwin,ST++,Wigan Athletic,England,EFL League One,64,70,61,46,62,28,74,-1
Kyu hyun Park,Park Kyu Hyun,LB++,Daejeon Citizen,Korea Republic,K League 1,64,72,29,50,63,61,65,-1
Ian Glavinovich,Glavinovich,CB++,Philadelphia,Argentina,MLS,64,63,32,53,53,66,62,-1
Mohamed Sankoh,Sankoh,ST++,VfB Stuttgart,Netherlands,Bundesliga,64,86,62,50,63,24,57,-1
Zach Hemming,Hemming,GK++,St. Mirren,England,cinch Prem,64,65,64,61,63,28,64,-1
Abdelrahman Boudah,Boudah,LW++,Hammarby IF,Sweden,Allsvenskan,64,72,59,60,67,41,63,-1
Mika Baur,Baur,CAM++,Dynamo Dresden,Germany,3. Liga,64,66,56,62,66,42,54,-1
Naim García García,Naim García,RM++,Racing de Ferrol,Spain,LALIGA HYPERMOTION,64,60,63,60,68,33,50,-1
Renzo Orihuela,Orihuela,CB++,Sarmiento,Uruguay,LPF,64,74,41,53,63,66,58,-1
Lequincio Zeefuik,Zeefuik,ST++,OH Leuven,Netherlands,1A Pro League,64,80,60,48,64,26,73,-1
Hakim Sahabo,Sahabo,CDM++,K. Beerschot VA,Rwanda,1A Pro League,64,67,45,58,61,61,59,-1
Muharem Huskovic,Huskovic,ST++,TSV Hartberg,Austria,Ö. Bundesliga,64,73,62,57,69,20,57,-1
Lorenzo Sgarbi,Sgarbi,ST++,SS Juve Stabia,Italy,Serie BKT,64,59,65,56,62,28,66,-1
Ethan Wheatley,Wheatley,ST++,Walsall,England,EFL League Two,64,72,64,49,63,31,63,-1
Nicolás Goitea,Goitea,CB++,Huracán,Argentina,LPF,64,57,24,42,51,66,62,-1
Andreas Jungdal,Jungdal,GK++,KVC Westerlo,Denmark,1A Pro League,64,67,61,57,67,23,63,-1
Alex Murphy,Murphy,CB++,Bolton,Republic of Ireland,EFL League One,64,65,34,54,57,62,68,-1
Lewis Fiorini,Fiorini,CM++,Dundee United,Scotland,cinch Prem,64,67,59,60,66,55,59,-1
Roberto León,León,GK++,Defensa,Argentina,Sudamericana,64,65,63,56,64,27,63,-1
Xavier Simons,Simons,CDM++,Wycombe,England,EFL League One,64,67,49,61,64,61,68,-1
Alex Hartridge,Hartridge,CB++,Exeter City,England,EFL League One,64,70,28,50,54,63,75,-1
Tomás Palacios,Palacios,CB++,Monza,Argentina,Serie A TIM,64,53,36,34,38,66,69,-1
Odin Thiago Holm,Holm,CM++,LAFC,Norway,MLS,64,78,55,64,64,55,59,-1
Gjivai Zechiël,Zechiël,CM++,Sparta Rotterdam,Netherlands,Eredivisie,64,75,47,61,70,64,52,-1
Ben Whitfield,Whitfield,RM++,Barrow,England,EFL League Two,64,83,60,59,66,49,50,-1
Kian Best,Best,LB++,Bohemian FC,England,SSE Airtricity PD,64,64,48,68,64,59,64,-1
Nathan Bishop,Bishop,GK++,Cambridge Utd,England,EFL League One,64,65,62,60,65,39,63,-1
Bojan Radulovic,Radulovic,ST++,Fortuna Sittard,Serbia,Eredivisie,64,54,65,48,64,27,65,-1
Shayon Harrison,Harrison,ST++,UTA Arad,England,SUPERLIGA,64,87,62,45,66,22,60,-1
Romeo Amane,Amane,CM++,SK Rapid Wien,Côte d'Ivoire,Ö. Bundesliga,64,80,53,61,70,57,67,-1
Tommy Leigh,Leigh,CAM++,Bradford City,England,EFL League Two,64,71,63,62,64,53,71,-1
Dane Scarlett,Scarlett,ST++,Spurs,England,Premier League,64,78,63,51,66,20,63,-1
