Nombre,Alias,Posición,Club,Nación,Liga,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Precio
Diego García,García,LM++,Liverpool,Uruguay,Libertadores,69,75,57,69,72,49,46,-1
Saúl García Cabrero,Saúl,LB++,R. Racing Club,Spain,LALIGA HYPERMOTION,69,72,45,63,65,68,66,-1
Víctor García Raja,Víctor García,RM++,CD Eldense,Spain,LALIGA HYPERMOTION,69,72,66,65,69,50,62,-1
Andrés García Robledo,Andrés García,RM++,Levante UD,Spain,LALIGA HYPERMOTION,69,74,62,62,71,55,60,-1
Taylor Gardner-Hickman,Gardner-Hickman,CM++,Birmingham City,England,EFL League One,69,73,62,68,68,65,62,-1
Stefan Gartenmann,Gartenmann,CB++,Ferencvárosi TC,Denmark,Magyar Liga,69,59,33,57,61,68,77,-1
Pedro Miguel Gaspar Amaral,Pedro Amaral,LB++,Estoril Praia,Portugal,Liga Portugal,69,73,46,55,67,67,65,-1
Jules Gaudin,Gaudin,LB++,Paris FC,France,Ligue 2 BKT,69,68,55,63,67,64,66,-1
Linus Gechter,Gechter,CB++,Hertha Berlin,Germany,Bundesliga 2,69,63,32,50,49,70,73,-1
Marius Gersbeck,Gersbeck,GK++,Hertha Berlin,Germany,Bundesliga 2,69,65,71,59,70,42,70,-1
Paolo Ghiglione,Ghiglione,RB++,Salernitana,Italy,Serie BKT,69,80,52,64,69,65,66,-1
Daniele Ghilardi,Ghilardi,CB++,Hellas Verona,Italy,Serie A TIM,69,62,41,45,49,70,67,-1
Ali Gholizadeh,Gholizadeh,RM++,Lech Poznań,Iran,PKO BP Ekstraklasa,69,72,66,66,70,48,66,-1
Ben Gibson,Gibson,CB++,Stoke City,England,EFL Championship,69,49,27,48,46,70,75,-1
Lewis Gibson,Gibson,CB++,Plymouth Argyle,England,EFL Championship,69,56,33,51,58,69,73,-1
Óscar Gil Regaño,Óscar Gil,RB++,OH Leuven,Spain,1A Pro League,69,81,46,62,66,64,70,-1
Milton Giménez,Giménez,ST++,Boca Juniors,Argentina,Sudamericana,69,60,72,47,62,28,77,-1
Álvaro Giménez Candela,Álvaro Giménez,ST++,Racing de Ferrol,Spain,LALIGA HYPERMOTION,69,70,69,59,66,30,65,-1
Simone Giordano,Giordano,LB++,Sampdoria,Italy,Serie BKT,69,78,53,65,65,63,59,-1
Justen Glad,Glad,CB++,Real Salt Lake,United States,MLS,69,69,35,50,50,70,74,-1
Bruno Godeau,Godeau,CB++,STVV,Belgium,1A Pro League,69,32,35,59,51,71,71,-1
Mika Godts,Godts,LW++,Ajax,Belgium,Eredivisie,69,73,58,65,76,39,59,-1
Wouter Goes,Goes,CB++,AZ,Netherlands,Eredivisie,69,49,31,51,60,70,69,-1
Jakob Golz,Golz,GK++,Rot-Weiss Essen,Germany,3. Liga,69,70,64,59,71,19,68,-1
Iván Gómez,Gómez,CM++,Platense,Argentina,LPF,69,61,61,63,71,68,72,-1
Daniel Gómez Alcón,Dani Gómez,ST++,Valencia CF,Spain,LALIGA EA SPORTS,69,74,69,62,69,42,67,-1
Gastón González,González,LW++,Nacional,Argentina,Libertadores,69,81,67,63,70,40,74,-1
Rubén González Alves,Rubén Alves,CB++,CD Tenerife,Spain,LALIGA HYPERMOTION,69,69,44,50,60,68,74,-1
Roberto González Bayón,Rober,RM++,N.E.C. Nijmegen,Spain,Eredivisie,69,79,64,66,71,26,49,-1
Peter Federico González Carmona,Peter,RM++,Getafe CF,Dominican Republic,LALIGA EA SPORTS,69,80,62,61,73,37,42,-1
Fabio González Estupiñán,Fabio González,CDM++,UD Las Palmas,Spain,LALIGA EA SPORTS,69,58,59,62,68,67,68,-1
Sergio González Martínez,Sergio González,CDM++,CD Tenerife,Spain,LALIGA HYPERMOTION,69,63,47,62,63,65,77,-1
Constantin Grameni,Grameni,CM++,Farul Constanța,Romania,SUPERLIGA,69,75,65,68,69,64,71,-1
Sam Greenwood,Greenwood,LM++,Preston,England,EFL Championship,69,71,67,67,69,52,69,-1
Mathias Greve,Greve,CM++,Brøndby IF,Denmark,3F Superliga,69,70,62,69,70,56,72,-1
Lennart Grill,Grill,GK++,Braunschweig,Germany,Bundesliga 2,69,73,64,61,72,40,65,-1
Adriano Grimaldi,Grimaldi,ST++,SC Paderborn 07,Germany,Bundesliga 2,69,57,69,52,62,35,78,-1
Marc Gual Huguet,Marc Gual,ST++,Legia Warszawa,Spain,PKO BP Ekstraklasa,69,78,69,56,70,21,64,-1
Gabriel Gudiño,Gudiño,RM++,Sarmiento,Argentina,LPF,69,77,66,64,68,57,63,-1
Parfait Guiagon,Guiagon,RM++,Sp. Charleroi,Côte d'Ivoire,1A Pro League,69,73,64,65,74,26,55,-1
Shurandy Sambo,Sambo,RB++,Burnley,Netherlands,EFL Championship,69,79,43,60,67,64,72,-1
Sergi Samper Montañá,Sergi Samper,CDM++,Motor Lublin,Spain,PKO BP Ekstraklasa,69,41,43,66,65,65,68,-1
Miguel San Román Ferrándiz,San Román,GK++,Elche CF,Spain,LALIGA HYPERMOTION,69,69,69,69,70,25,68,-1
Mario Sanabria,Sanabria,RM++,Dep. Riestra,Argentina,LPF,69,69,67,62,72,24,57,-1
Jaime Sánchez Muñoz,Jaime Sánchez,CB++,RC Deportivo,Spain,LALIGA HYPERMOTION,69,64,33,51,49,69,70,-1
Federico Santander,Santander,ST++,Nacional,Paraguay,Libertadores,69,53,70,61,65,31,75,-1
Derick Theodoro Santos Poloni,Derick Poloni,LB++,CD Eldense,Brazil,LALIGA HYPERMOTION,69,74,61,62,68,67,67,-1
Tayyip Sanuç,Sanuç,CB++,Beşiktaş,Türkiye,Trendyol Süper Lig,69,57,43,47,57,68,74,-1
Ryan Sanusi,Sanusi,CDM++,K. Beerschot VA,Belgium,1A Pro League,69,64,63,69,69,64,73,-1
Dario Šarić,Šarić,CM++,Palermo,Bosnia and Herzegovina,Serie BKT,69,72,66,66,71,63,72,-1
Jeremy Sarmiento,Sarmiento,LM++,Brighton,Ecuador,Premier League,69,78,63,65,72,37,60,-1
Ľubomír Šatka,Šatka,CB++,Samsunspor,Slovakia,Trendyol Süper Lig,69,63,29,53,53,70,69,-1
Gastón Sauro,Sauro,CB++,Sarmiento,Argentina,LPF,69,40,33,51,52,68,73,-1
Răzvan Sava,Sava,GK++,Udinese,Romania,Serie A TIM,69,70,69,63,71,25,70,-1
Jasper Schendelaar,Schendelaar,GK++,PEC Zwolle,Netherlands,Eredivisie,69,68,66,62,73,25,66,-1
Guilherme Schettine Guimarães,Guilherme Schettine,ST++,Moreirense FC,Brazil,Liga Portugal,69,63,71,59,67,24,66,-1
Nicolas Schiavi,Schiavi,CAM++,Carrarese Calcio,Argentina,Serie BKT,69,68,67,67,74,60,61,-1
Kingsley Schindler,Schindler,RM++,Samsunspor,Ghana,Trendyol Süper Lig,69,77,62,64,68,57,70,-1
Fabian Schleusener,Schleusener,ST++,Karlsruher SC,Germany,Bundesliga 2,69,76,66,59,68,29,75,-1
Dominik Schmid,Schmid,LB++,FC Basel 1893,Switzerland,CSSL,69,77,56,70,66,60,71,-1
Jacopo Segre,Segre,CM++,Palermo,Italy,Serie BKT,69,73,67,65,67,65,77,-1
Eddie Segura,Segura,CB++,LAFC,Colombia,MLS,69,59,30,49,57,68,74,-1
Egil Selvik,Selvik,GK++,FK Haugesund,Norway,Eliteserien,69,69,68,66,69,19,68,-1
Bruno Sepúlveda,Sepúlveda,ST++,Banfield,Argentina,LPF,69,51,72,54,57,28,76,-1
Janni Serra,Serra,ST++,1. FC Nürnberg,Germany,Bundesliga 2,69,73,68,53,62,37,78,-1
Michal Ševčík,Ševčík,CAM++,1. FC Nürnberg,Czechia,Bundesliga 2,69,72,66,69,73,44,62,-1
Yoan Severin,Severin,CB++,Servette FC,France,CSSL,69,65,27,50,51,67,77,-1
Conor Shaughnessy,Shaughnessy,CB++,Portsmouth,Republic of Ireland,EFL Championship,69,60,49,58,59,68,78,-1
Jin Ho Shin,Shin Jin Ho,CM++,Incheon United,Korea Republic,K League 1,69,62,64,70,68,60,76,-1
Graeme Shinnie,Shinnie,CDM++,Aberdeen,Scotland,cinch Prem,69,65,62,67,69,65,74,-1
Otabek Shukurov,Shukurov,CM++,Kayserispor,Uzbekistan,Trendyol Süper Lig,69,70,65,67,69,67,74,-1
Niko Sigur,Sigur,RB++,Hajduk Split,Croatia,Liga Hrvatska,69,71,56,67,73,61,68,-1
Arnór Sigurðsson,Sigurðsson,LM++,Blackburn Rovers,Iceland,EFL Championship,69,75,68,65,70,41,58,-1
Hugo Silveira,Silveira,ST++,Racing Club,Uruguay,Sudamericana,69,57,71,47,57,23,79,-1
Sheriff Sinyan,Sinyan,CB++,Odds BK,Gambia,Eliteserien,69,71,43,57,62,68,74,-1
Nikola Šipčić,Šipčić,CB++,FC Cartagena,Montenegro,LALIGA HYPERMOTION,69,67,36,50,59,67,78,-1
Tommy Smith,Smith,RB++,Middlesbrough,England,EFL Championship,69,65,46,64,64,66,73,-1
Jesús Soraire,Soraire,CM++,Banfield,Argentina,LPF,69,68,60,70,73,61,78,-1
Christian Sørensen,Sørensen,LB++,FC Midtjylland,Denmark,3F Superliga,69,73,62,70,69,61,69,-1
Diego Sosa,Sosa,LB++,Peñarol,Argentina,Libertadores,69,69,53,62,60,66,71,-1
Ignacio Sosa,Sosa,CM++,Peñarol,Uruguay,Libertadores,69,66,51,61,69,59,72,-1
Saïdou Sow,Sow,CB++,Strasbourg,Guinea,Ligue 1 Uber Eats,69,61,41,54,60,69,66,-1
Jay Stansfield,Stansfield,ST++,Fulham,England,Premier League,69,79,70,58,68,26,68,-1
Herman Stengel,Stengel,CM++,Strømsgodset IF,Norway,Eliteserien,69,53,64,69,68,63,76,-1
Greg Stewart,Stewart,CAM++,ATK Mohun Bagan,Scotland,Hero ISL,69,65,69,69,69,30,57,-1
Leo Štulac,Štulac,CDM++,Reggiana,Slovenia,Serie BKT,69,68,60,71,70,61,67,-1
Callum Styles,Styles,LB++,West Brom,Hungary,EFL Championship,69,69,62,66,69,64,66,-1
Lucas Suárez,Suárez,CB++,Talleres,Argentina,Libertadores,69,63,29,48,55,70,74,-1
Mateo Sušić,Sušić,RB++,Apoel FC,Bosnia and Herzegovina,Liga Cyprus,69,71,56,61,66,65,71,-1
Gustav Svensson,Svensson,CB++,IFK Göteborg,Sweden,Allsvenskan,69,35,46,58,62,68,79,-1
Mark Sykes,Sykes,RM++,Bristol City,Republic of Ireland,EFL Championship,69,73,63,64,69,63,68,-1
Fabian Tait,Tait,CM++,Südtirol,Italy,Serie BKT,69,70,59,69,66,54,72,-1
Miguel Tapias,Tapias,CB++,Minnesota United,Mexico,MLS,69,68,37,50,52,69,69,-1
Varol Tasar,Tasar,RM++,Yverdon Sport FC,Germany,CSSL,69,78,67,65,70,30,58,-1
Denis Thomalla,Thomalla,CAM++,Heidenheim,Germany,Bundesliga,69,63,68,65,69,38,66,-1
Lawrence Thomas,Thomas,GK++,WS Wanderers,Australia,A-League,69,70,67,69,69,36,68,-1
Jordan Thompson,Thompson,CM++,Stoke City,Northern Ireland,EFL Championship,69,68,59,69,70,64,69,-1
Christ Tiéhi,Tiéhi,CDM++,Rotherham Utd,Côte d'Ivoire,EFL League One,69,65,47,64,68,68,73,-1
Emirhan Topçu,Topçu,CB++,Beşiktaş,Türkiye,Trendyol Süper Lig,69,55,33,54,63,69,70,-1
Fáiner Torijano,Torijano,CB++,Indep. Medellín,Colombia,Sudamericana,69,70,34,51,51,70,73,-1
Victor Torp,Torp,CM++,Coventry City,Denmark,EFL Championship,69,67,64,71,72,59,60,-1
Ernesto Torregrossa,Torregrossa,ST++,Pisa,Venezuela,Serie BKT,69,75,68,55,67,28,72,-1
Miguel Ángel Torrén,Torrén,CB++,Unión,Argentina,LPF,69,60,49,63,63,67,76,-1
Almamy Touré,Touré,CB++,Kaiserslautern,Mali,Bundesliga 2,69,71,57,64,67,69,72,-1
Philipp Treu,Treu,LB++,FC St. Pauli,Germany,Bundesliga,69,76,41,64,69,63,60,-1
Cristian Trujillo,Trujillo,CDM++,Deportes Tolima,Colombia,Sudamericana,69,75,56,63,66,64,66,-1
Oliver Berg,Berg,CAM++,Malmö FF,Norway,Allsvenskan,69,75,68,64,69,54,79,-1
Valon Berisha,Berisha,CM++,LASK,Kosovo,Ö. Bundesliga,69,58,64,71,73,59,73,-1
Álex Bermejo Escribano,Álex Bermejo,LM++,Farense,Spain,Liga Portugal,69,73,69,65,72,53,66,-1
Sergio Bermejo Lillo,Bermejo,RM++,Real Zaragoza,Spain,LALIGA HYPERMOTION,69,79,58,67,73,41,55,-1
Di'Shon Bernard,Bernard,CB++,Sheffield Wed,Jamaica,EFL Championship,69,66,40,53,59,67,75,-1
Léider Berrío,Berrío,CM++,Junior,Colombia,Libertadores,69,65,60,70,69,54,57,-1
Lucas Besozzi,Besozzi,LM++,Newell's,Argentina,LPF,69,70,63,64,69,27,50,-1
Max Besuschkow,Besuschkow,CM++,Hannover 96,Germany,Bundesliga 2,69,68,61,69,68,66,70,-1
Luis Binks,Binks,CB++,Coventry City,England,EFL Championship,69,58,30,52,57,67,78,-1
Miha Blažič,Blažič,CB++,Lech Poznań,Slovenia,PKO BP Ekstraklasa,69,56,34,53,46,70,67,-1
Yann Bodiger,Bodiger,CDM++,CD Tenerife,France,LALIGA HYPERMOTION,69,51,57,66,64,66,73,-1
Enrique Bologna,Bologna,GK++,Defensa,Argentina,Sudamericana,69,69,65,71,71,42,70,-1
Christopher Bonsu Baah,Bonsu Baah,RM++,KRC Genk,Ghana,1A Pro League,69,86,63,59,77,29,57,-1
Brandon Borrello,Borrello,ST++,WS Wanderers,Australia,A-League,69,73,69,65,71,44,76,-1
Badredine Bouanani,Bouanani,RW++,OGC Nice,Algeria,Ligue 1 Uber Eats,69,71,64,68,71,31,51,-1
Josh Bowler,Bowler,RM++,Nott'm Forest,England,Premier League,69,73,64,63,74,33,50,-1
Michael Boxall,Boxall,CB++,Minnesota United,New Zealand,MLS,69,54,42,58,57,67,80,-1
Dedryck Boyata,Boyata,CB++,Club Brugge,Belgium,1A Pro League,69,55,30,50,57,69,73,-1
Liam Boyce,Boyce,ST++,Hearts,Northern Ireland,cinch Prem,69,65,69,60,69,33,75,-1
Tyler Boyd,Boyd,LM++,Nashville SC,United States,MLS,69,85,68,63,72,48,64,-1
Can Bozdoğan,Bozdoğan,CM++,FC Utrecht,Germany,Eredivisie,69,61,66,68,74,62,66,-1
Domagoj Bradarić,Bradarić,LM++,Salernitana,Croatia,Serie BKT,69,74,55,65,69,68,63,-1
João Vitor Brandão Figueiredo,João Figueiredo,ST++,Başakşehir,Brazil,Trendyol Süper Lig,69,71,68,60,70,25,68,-1
Juan Brandáriz Movilla,Chumi,CB++,UD Almería,Spain,LALIGA HYPERMOTION,69,51,36,53,56,70,68,-1
Tim Breithaupt,Breithaupt,CDM++,FC Augsburg,Germany,Bundesliga,69,49,41,60,59,69,68,-1
Marco Brescianini,Brescianini,CM++,Bergamo Calcio,Italy,Serie A TIM,69,53,64,64,66,63,72,-1
Mark Brink,Brink,CM++,Silkeborg IF,Denmark,3F Superliga,69,64,56,67,69,62,71,-1
Bernardo Brites Martins,Benny,CAM++,Moreirense FC,Portugal,Liga Portugal,69,73,62,68,70,31,58,-1
Andrew Brody,Brody,RB++,Real Salt Lake,United States,MLS,69,73,40,57,66,64,71,-1
Moritz Broschinski,Broschinski,ST++,VfL Bochum,Germany,Bundesliga,69,76,68,57,67,31,63,-1
Michael Brouwer,Brouwer,GK++,FC Utrecht,Netherlands,Eredivisie,69,72,68,65,67,26,64,-1
Jacob Brown,Brown,ST++,Luton Town,Scotland,EFL Championship,69,73,69,62,69,48,72,-1
John Buckley,Buckley,CM++,Blackburn Rovers,England,EFL Championship,69,72,60,65,71,63,68,-1
Onur Bulut,Bulut,RB++,Beşiktaş,Türkiye,Trendyol Süper Lig,69,76,59,68,67,63,70,-1
Borisav Burmaz,Burmaz,ST++,FC Rapid 1923,Serbia,SUPERLIGA,69,73,69,62,67,36,68,-1
Nathan Byrne,Byrne,RB++,Charlotte FC,England,MLS,69,78,50,63,68,63,67,-1
Nelson Cabanillas,Cabanillas,LM++,Universitario,Peru,Libertadores,69,77,63,66,70,60,64,-1
Rodrigo Cabral,Cabral,LM++,Huracán,Argentina,LPF,69,78,60,63,74,29,48,-1
Víctor Cabrera,Cabrera,CB++,Instituto,Argentina,LPF,69,62,39,57,59,69,72,-1
Alejandro Cabrera,Cabrera,CDM++,Banfield,Argentina,LPF,69,54,51,63,62,65,73,-1
Luis Adrián Caicedo,Caicedo,CB++,Always Ready,Ecuador,Sudamericana,69,57,35,49,51,70,80,-1
Jordy Caicedo,Caicedo,ST++,R. Sporting,Ecuador,LALIGA HYPERMOTION,69,73,66,44,64,34,79,-1
Diego Callai Silva,Diego Callai,GK++,Sporting CP,Brazil,Liga Portugal,69,68,65,66,71,22,71,-1
Giacomo Calò,Calò,CDM++,Cesena,Italy,Serie BKT,69,61,49,63,65,62,72,-1
Allan Campbell,Campbell,CM++,Luton Town,Scotland,EFL Championship,69,69,63,65,69,69,76,-1
Gastón Campi,Campi,CB++,San Lorenzo,Argentina,Libertadores,69,35,45,58,58,68,77,-1
Nicolás Campisi,Campisi,GK++,Unión,Argentina,LPF,69,67,66,65,69,39,70,-1
Michele Camporese,Camporese,CB++,Cosenza,Italy,Serie BKT,69,65,31,38,53,70,72,-1
Tom Cannon,Cannon,ST++,Leicester City,Republic of Ireland,Premier League,69,78,69,56,72,27,59,-1
Andrea Carboni,Carboni,CB++,Monza,Italy,Serie A TIM,69,60,36,55,61,71,67,-1
Thiago Cardozo,Cardozo,GK++,Unión,Uruguay,LPF,69,70,66,61,73,42,65,-1
Agustín Cardozo,Cardozo,CM++,Tigre,Argentina,LPF,69,68,53,66,69,68,73,-1
Ángel Cardozo Lucena,Cardozo Lucena,CM++,Libertad,Paraguay,Libertadores,69,66,55,67,68,67,66,-1
Bryan Carrasco,Carrasco,RM++,Palestino,Chile,Libertadores,69,85,64,63,71,42,63,-1
Sergio Carreira Vilariño,Carreira,RB++,RC Celta,Spain,LALIGA EA SPORTS,69,65,41,60,63,66,52,-1
Rasmus Carstensen,Carstensen,RB++,1. FC Köln,Denmark,Bundesliga 2,69,73,48,63,67,63,71,-1
Wilder Cartagena,Cartagena,CDM++,Orlando City,Peru,MLS,69,73,54,59,65,66,78,-1
Pedro Carvalho Santos,Pedro Santos,CM++,Arouca,Portugal,Liga Portugal,69,73,56,67,69,67,70,-1
Joan Castro,Castro,RB++,Atl. Nacional,Colombia,Liga Colombia,69,70,38,60,64,67,63,-1
Nicolás Eduardo Castro,Castro,CM++,Atlético Tucumán,Argentina,LPF,69,65,64,71,69,62,65,-1
Nicolás Castro,Castro,CM++,Elche CF,Argentina,LALIGA HYPERMOTION,69,60,70,70,69,51,56,-1
Juan Ignacio Cavallaro,Cavallaro,LM++,Ind. Rivadavia,Argentina,LPF,69,75,67,65,71,35,64,-1
Juan Bautista Cejas,Cejas,LW++,Godoy Cruz,Argentina,LPF,69,81,65,66,71,48,64,-1
Ezequiel Cerutti,Cerutti,RW++,San Lorenzo,Argentina,Libertadores,69,81,62,65,72,34,62,-1
Giorgi Chakvetadze,Chakvetadze,CAM++,Watford,Georgia,EFL Championship,69,71,66,69,71,34,50,-1
Iván Chapela López,Chapela,LM++,CD Eldense,Spain,LALIGA HYPERMOTION,69,74,68,65,72,30,49,-1
Anastasios Chatzigiovanis,Chatzigiovanis,LM++,Eyüpspor,Greece,Trendyol Süper Lig,69,72,64,67,70,36,60,-1
Xavier Chavalerin,Chavalerin,CM++,ESTAC Troyes,France,Ligue 2 BKT,69,55,65,69,69,66,71,-1
Andrés Chávez,Chávez,ST++,Coquimbo Unido,Argentina,Sudamericana,69,69,72,63,67,36,79,-1
Kacper Chodyna,Chodyna,RM++,Legia Warszawa,Poland,PKO BP Ekstraklasa,69,85,62,65,67,59,68,-1
Kyoung Rok Choi,Choi Kyoung Rok,CM++,GwangJu FC,Korea Republic,K League 1,69,64,64,67,74,49,62,-1
Mounir Chouiar,Chouiar,LM++,FC Zürich,France,CSSL,69,75,64,69,70,35,65,-1
Diego Churín,Churín,ST++,Cerro Porteño,Argentina,Libertadores,69,55,69,50,65,31,68,-1
Yanis Cimignani,Cimignani,LM++,FC Lugano,France,CSSL,69,73,66,65,71,52,62,-1
Seydouba Cisse,Cisse,CM++,CD Leganés,Guinea,LALIGA EA SPORTS,69,60,66,66,66,62,57,-1
Ibrahim Cissoko,Cissoko,LW++,Plymouth Argyle,Netherlands,EFL Championship,69,79,60,63,73,32,55,-1
Andrea Cistana,Cistana,CB++,Brisigonza,Italy,Serie BKT,69,68,52,57,64,69,72,-1
Michiel Kramer,Kramer,ST++,RKC Waalwijk,Netherlands,Eredivisie,69,46,68,57,59,39,73,-1
Nicolas Kristof,Kristof,GK++,SV Elversberg,Austria,Bundesliga 2,69,71,69,68,71,23,69,-1
Sergiy Kryvtsov,Kryvtsov,CB++,Inter Miami CF,Ukraine,MLS,69,57,44,55,50,68,76,-1
Moritz-Broni Kwarteng,Kwarteng,RW++,VfL Bochum,Germany,Bundesliga,69,72,70,62,74,30,49,-1
Mathías Laborda,Laborda,CB++,Whitecaps FC,Uruguay,MLS,69,70,41,52,58,69,70,-1
Mayckel Lahdo,Lahdo,RW++,AZ,Sweden,Eredivisie,69,80,64,59,74,27,58,-1
Łukasz Łakomy,Łakomy,CDM++,BSC Young Boys,Poland,CSSL,69,67,55,61,65,65,73,-1
Nicolai Larsen,Larsen,GK++,Silkeborg IF,Denmark,3F Superliga,69,67,69,70,71,45,70,-1
Théo Le Bris,Le Bris,LM++,FC Lorient,France,Ligue 2 BKT,69,64,51,70,70,63,52,-1
Nicola Leali,Leali,GK++,Genoa,Italy,Serie A TIM,69,72,70,58,71,33,64,-1
Quentin Lecoeuche,Lecoeuche,LB++,Real Zaragoza,France,LALIGA HYPERMOTION,69,77,47,62,65,63,69,-1
Sang Heon Lee,Lee Sang Heon,ST++,Gangwon FC,Korea Republic,K League 1,69,80,69,59,72,42,61,-1
Han Beom Lee,Lee Han Beom,CB++,FC Midtjylland,Korea Republic,3F Superliga,69,61,28,50,57,69,73,-1
Myung Joo Lee,Lee Myung Joo,CM++,Incheon United,Korea Republic,K League 1,69,68,61,67,69,60,72,-1
Tim Lemperle,Lemperle,ST++,1. FC Köln,Germany,Bundesliga 2,69,74,66,59,71,34,71,-1
José León Bernal,José León,CB++,CD Tenerife,Spain,LALIGA HYPERMOTION,69,69,36,53,55,68,77,-1
Marc Leonard,Leonard,CM++,Birmingham City,Scotland,EFL League One,69,71,60,67,68,63,67,-1
Mehdi Léris,Léris,RM++,Pisa,Algeria,Serie BKT,69,66,64,65,69,61,73,-1
Léo Leroy,Leroy,CM++,FC Basel 1893,France,CSSL,69,53,56,69,69,61,66,-1
Benjamin Leroy,Leroy,GK++,FC Lorient,France,Ligue 2 BKT,69,66,67,68,70,46,69,-1
Tobe Leysen,Leysen,GK++,OH Leuven,Belgium,1A Pro League,69,70,65,65,74,36,70,-1
Luca Lezzerini,Lezzerini,GK++,Brisigonza,Italy,Serie BKT,69,69,67,62,71,48,69,-1
Dimitris Limnios,Limnios,LM++,Panathinaikos,Greece,Hellas Liga,69,74,66,64,72,39,58,-1
Krisztián Lisztes,Lisztes,CAM++,Frankfurt,Hungary,Bundesliga,69,73,68,62,70,42,64,-1
Dianzuo Liu,Liu Dianzuo,GK++,Wuhan 3 Towns,China PR,CSL,69,67,67,73,69,50,69,-1
Dailon Rocha Livramento,Livramento,ST++,Hellas Verona,Cape Verde Islands,Serie A TIM,69,72,72,55,68,34,68,-1
Raúl Lizoain Cruz,Raúl Lizoain,GK++,Albacete BP,Spain,LALIGA HYPERMOTION,69,67,68,67,67,50,70,-1
Javier Llabrés Exposito,Javi Llabrés,LM++,RCD Mallorca,Spain,LALIGA EA SPORTS,69,80,60,62,70,32,49,-1
Lluís López Mármol,Lluís López,CB++,Real Zaragoza,Spain,LALIGA HYPERMOTION,69,65,36,56,61,69,74,-1
Daniel Lovitz,Lovitz,LB++,Nashville SC,United States,MLS,69,70,53,65,62,65,72,-1
Nilson Loyola,Loyola,LB++,UCV,Peru,Sudamericana,69,77,50,56,60,65,55,-1
Felipe Loyola,Loyola,RB++,Independiente,Chile,LPF,69,71,40,58,64,64,71,-1
Raúl Alberto Lozano,Lozano,RB++,Platense,Argentina,LPF,69,80,50,53,64,66,69,-1
Ivan Lučić,Lučić,GK++,Hajduk Split,Austria,Liga Hrvatska,69,69,65,64,72,39,67,-1
Oier Luengo Redondo,Oier Luengo,CB++,R. Oviedo,Spain,LALIGA HYPERMOTION,69,61,32,49,55,69,74,-1
Gonzalo Luján,Luján,CB++,San Lorenzo,Argentina,Libertadores,69,62,34,56,59,69,76,-1
Lucas Lund,Lund,GK++,Viborg FF,Denmark,3F Superliga,69,70,68,67,70,35,69,-1
Francis Mac Allister,Mac Allister,CDM++,Argentinos Jrs.,Argentina,Sudamericana,69,63,43,62,65,69,64,-1
Shuto Machino,Machino,ST++,Holstein Kiel,Japan,Bundesliga,69,74,67,61,71,30,72,-1
Alejandro Maciel,Maciel,CB++,Banfield,Argentina,LPF,69,53,32,37,47,71,74,-1
Louis Mafouta,Mafouta,ST++,Amiens SC,Central African Republic,Ligue 2 BKT,69,78,69,51,65,29,67,-1
Tiago Magalhães de Sá,Tiago Sá,GK++,SC Braga,Portugal,Liga Portugal,69,70,66,67,67,44,69,-1
Thorsten Mahrer,Mahrer,CB++,Austria Klagenfurt,Austria,Ö. Bundesliga,69,33,30,47,53,69,79,-1
Iago Justen Maidana Martins,Iago Maidana,CB++,Henan SSLM FC,Brazil,CSL,69,70,40,46,48,69,79,-1
Žan Majer,Majer,CM++,Cremonese,Slovenia,Serie BKT,69,62,62,69,71,60,70,-1
Cebrail Makreckis,Makreckis,RB++,Ferencvárosi TC,Latvia,Magyar Liga,69,70,58,67,74,65,64,-1
Kenneth Mamah,Mamah,RM++,CD Castellón,Nigeria,LALIGA HYPERMOTION,69,82,63,65,67,33,65,-1
Daniel Mancilla,Mancilla,LB++,Nacional Potosí,Bolivia,Sudamericana,69,78,46,56,59,66,59,-1
Leonardo Mancuso,Mancuso,ST++,Mantova,Italy,Serie BKT,69,77,69,61,72,34,69,-1
Cristian Manea,Manea,RB++,FC Rapid 1923,Romania,SUPERLIGA,69,78,48,61,63,65,73,-1
Thomas Mangani,Mangani,CM++,AC Ajaccio,France,Ligue 2 BKT,69,35,64,69,66,66,72,-1
Nico Mantl,Mantl,GK++,Arouca,Germany,Liga Portugal,69,70,69,66,71,33,67,-1
Alexis Manyoma,Manyoma,LW++,Estudiantes,Colombia,Libertadores,69,84,61,63,72,41,60,-1
Sékou Mara,Mara,ST++,Strasbourg,France,Ligue 1 Uber Eats,69,75,67,53,67,26,67,-1
Vincent Marchetti,Marchetti,CM++,Paris FC,France,Ligue 2 BKT,69,65,55,68,69,67,71,-1
Filip Marchwiński,Marchwiński,CAM++,Lecce,Poland,Serie A TIM,69,67,65,65,70,40,64,-1
Sasha Marcich,Marcich,LB++,Platense,Argentina,LPF,69,75,41,56,57,70,65,-1
Mirko Marić,Marić,ST++,Monza,Croatia,Serie A TIM,69,68,70,53,64,28,70,-1
Jaílson Marques Siqueira,Jaílson,CB++,RC Celta,Brazil,LALIGA EA SPORTS,69,70,54,60,64,69,76,-1
Alberto Martín Díaz,Teto,RM++,CD Tenerife,Spain,LALIGA HYPERMOTION,69,69,59,66,69,58,66,-1
Carlos Martín Domínguez,Carlos Martín,ST++,D. Alavés,Spain,LALIGA EA SPORTS,69,78,69,60,70,28,62,-1
Hugo Martínez,Martínez,CDM++,Libertad,Paraguay,Libertadores,69,67,48,62,67,64,65,-1
