Nombre,Alias,Posición,Club,Nación,Liga,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Precio
Nélson Cabral Semedo,Nélson Semedo,RB++,Wolves,Portugal,Premier League,78,80,56,69,78,74,73,10335
Riccardo Calafiori,Calafiori,CB++,Arsenal,Italy,Premier League,78,69,65,70,72,78,77,10335
Daniel Castelo Podence,Daniel Podence,LM++,Wolves,Portugal,Premier League,78,84,66,71,84,33,49,9540
Trevoh Chalobah,Chalobah,CB++,Chelsea,England,Premier League,78,67,50,67,67,78,78,10335
Andrea Colpani,Colpani,CAM++,Fiorentina,Italy,Serie A TIM,78,76,76,78,78,65,70,10335
Murillo Costa dos Santos,Murillo,CB++,Nott'm Forest,Brazil,Premier League,78,72,43,61,67,78,82,10335
Vladimír Coufal,Coufal,RB++,West Ham,Czechia,Premier League,78,65,56,72,73,77,80,10335
Kerem Demirbay,Demirbay,CM++,Galatasaray,Germany,Trendyol Süper Lig,78,62,76,79,79,69,75,10335
Kiernan Dewsbury-Hall,Dewsbury-Hall,CM++,Chelsea,England,Premier League,78,67,71,77,78,69,77,10335
Dénes Dibusz,Dibusz,GK++,Ferencvárosi TC,Hungary,Magyar Liga,78,77,72,74,82,27,77,10335
Berat Djimsiti,Djimsiti,CB++,Bergamo Calcio,Albania,Serie A TIM,78,65,39,59,48,80,79,9540
Marko Dmitrović,Dmitrović,GK++,CD Leganés,Serbia,LALIGA EA SPORTS,78,76,77,78,78,37,79,10335
Ritsu Doan,Doan,RM++,SC Freiburg,Japan,Bundesliga,78,78,64,74,83,40,60,9540
Danilho Doekhi,Doekhi,CB++,Union Berlin,Netherlands,Bundesliga,78,58,42,59,65,78,80,9540
Oscar Dorley,Dorley,CDM++,Slavia Praha,Liberia,Česká Liga,78,78,57,76,79,75,72,10335
Oscar dos Santos Emboaba,Oscar,CAM++,Shanghai Port,Brazil,CSL,78,77,76,78,80,60,68,10335
Ayoub El Kaabi,El Kaabi,ST++,Olympiacos FC,Morocco,Hellas Liga,78,80,80,61,74,46,70,10335
Aschraf El Mahdioui,El Mahdioui,CDM++,Al Taawoun,Netherlands,ROSHN Saudi League,78,65,55,74,73,70,75,10335
Harvey Elliott,Elliott,CAM++,Liverpool,England,Premier League,78,74,71,77,81,53,50,10335
Christian Eriksen,Eriksen,CM++,Manchester Utd,Denmark,Premier League,78,50,74,83,76,53,50,9540
Francisco F. da Conceição,Francisco Conceição,RM++,FC Porto,Portugal,Liga Portugal,78,87,67,71,83,36,50,9540
Wesley Fofana,Fofana,CB++,Chelsea,France,Premier League,78,67,40,60,65,80,75,9540
Eric García Martret,Eric García,CB++,FC Barcelona,Spain,LALIGA EA SPORTS,78,62,44,70,70,80,71,9540
Rubén García Santos,Rubén García,RM++,CA Osasuna,Spain,LALIGA EA SPORTS,78,76,76,79,78,45,52,10335
João Victor Gomes da Silva,João Gomes,CDM++,Wolves,Brazil,Premier League,78,70,65,72,74,76,75,10335
José Gómez Campaña,Campaña,CM++,UD Las Palmas,Spain,LALIGA EA SPORTS,78,65,72,81,79,68,71,10335
Ismaily Gonçalves dos S.,Ismaily,LB++,LOSC Lille,Brazil,Ligue 1 Uber Eats,78,76,64,73,78,73,75,10335
Amine Gouiri,Gouiri,LM++,Stade Rennais FC,Algeria,Ligue 1 Uber Eats,78,77,80,75,79,45,71,10335
Michael Gregoritsch,Gregoritsch,ST++,SC Freiburg,Austria,Bundesliga,78,53,79,70,70,42,76,9540
Vicente Guaita Panadero,Guaita,GK++,RC Celta,Spain,LALIGA EA SPORTS,78,78,77,78,78,48,77,10335
Arda Güler,Güler,CAM++,Real Madrid,Türkiye,LALIGA EA SPORTS,78,72,73,80,82,52,50,10335
Christian Günter,Günter,LB++,SC Freiburg,Germany,Bundesliga,78,78,58,70,71,74,82,10335
Abderrazak Hamdallah,Hamdallah,ST++,Al Shabab,Morocco,ROSHN Saudi League,78,61,79,70,75,31,79,9540
Lukáš Haraslín,Haraslín,LW++,Sparta Praha,Slovakia,Česká Liga,78,80,74,73,81,40,59,10335
Héctor Herrera,Herrera,CM++,Houston Dynamo,Mexico,MLS,78,63,74,74,74,75,81,10335
Ander Herrera Agüera,Ander Herrera,CM++,Athletic Club,Spain,LALIGA EA SPORTS,78,59,71,78,78,79,74,10335
Sergio Herrera Pirón,Sergio Herrera,GK++,CA Osasuna,Spain,LALIGA EA SPORTS,78,78,77,75,78,47,76,10335
Isak Hien,Hien,CB++,Bergamo Calcio,Sweden,Serie A TIM,78,70,37,49,56,78,78,9540
Andreas Hugo Hoelgebaum Pereira,Andreas Pereira,CAM++,Fulham,Brazil,Premier League,78,74,77,80,78,66,69,10335
Hee Chan Hwang,Hwang Hee Chan,ST++,Wolves,Korea Republic,Premier League,78,84,77,70,78,39,74,10335
Borja Iglesias Quintás,Borja Iglesias,ST++,RC Celta,Spain,LALIGA EA SPORTS,78,62,80,66,74,40,77,9540
Lorenzo Insigne,Insigne,LW++,Toronto FC,Italy,MLS,78,79,77,79,81,36,44,9540
Juan Miguel Jiménez López,Juanmi,LM++,Real Betis,Spain,LALIGA EA SPORTS,78,78,77,71,80,31,62,9540
Sam Johnstone,Johnstone,GK++,Crystal Palace,England,Premier League,78,79,79,69,80,41,76,10335
Joan Jordán Moreno,Joan Jordán,CM++,Sevilla FC,Spain,LALIGA EA SPORTS,78,54,75,78,75,69,75,10335
Kevin Kampl,Kampl,CM++,RB Leipzig,Slovenia,Bundesliga,78,52,66,79,81,64,59,10335
Rick Karsdorp,Karsdorp,RB++,AS Roma,Netherlands,Serie A TIM,78,81,63,74,76,73,80,10335
Moise Kean,Kean,ST++,Fiorentina,Italy,Serie A TIM,78,84,76,58,76,40,75,10335
Kodjo Fo-Doh Laba,Laba,ST++,Al Ain FC,Togo,United Emirates League,78,77,78,64,70,25,83,9540
Gaëtan Laborde,Laborde,RW++,OGC Nice,France,Ligue 1 Uber Eats,78,70,79,76,79,40,79,10335
Armand Laurienté,Laurienté,LW++,Sassuolo,France,Serie BKT,78,80,76,75,80,35,61,10335
Victor Lindelöf,Lindelöf,CB++,Manchester Utd,Sweden,Premier League,78,52,51,73,72,80,74,10335
Tino Livramento,Livramento,RB++,Newcastle Utd,England,Premier League,78,83,50,70,79,74,73,10335
Hirving Lozano,Lozano,RW++,PSV,Mexico,Eredivisie,78,88,75,71,80,41,58,10335
Joakim Mæhle,Mæhle,RB++,VfL Wolfsburg,Denmark,Bundesliga,78,76,57,71,74,73,78,10335
Lovro Majer,Majer,CM++,VfL Wolfsburg,Croatia,Bundesliga,78,62,73,80,83,60,71,10335
Nemanja Maksimović,Maksimović,CM++,Panathinaikos,Serbia,Hellas Liga,78,47,73,74,73,77,79,10335
Steve Mandanda,Mandanda,GK++,Stade Rennais FC,France,Ligue 1 Uber Eats,78,75,77,74,79,49,77,10335
Solly March,March,RM++,Brighton,England,Premier League,78,75,71,76,79,67,65,10335
Konstantinos Mavropanos,Mavropanos,CB++,West Ham,Greece,Premier League,78,74,56,54,59,79,82,10335
Scott McTominay,McTominay,CDM++,Manchester Utd,Scotland,Premier League,78,55,78,71,73,75,84,10335
Ben Mee,Mee,CB++,Brentford,England,Premier League,78,45,42,54,57,82,76,9540
Arthur Mendonça Cabral,Arthur Cabral,ST++,SL Benfica,Brazil,Liga Portugal,78,71,78,64,76,32,79,10335
Simon Mignolet,Mignolet,GK++,Club Brugge,Belgium,1A Pro League,78,77,75,73,80,51,81,10335
Jon Moncayola Tollar,Moncayola,CM++,CA Osasuna,Spain,LALIGA EA SPORTS,78,64,67,75,78,73,70,10335
Mason Mount,Mount,CM++,Manchester Utd,England,Premier League,78,70,77,81,79,61,65,10335
Norberto Murara Neto,Neto,GK++,AFC Bournemouth,Brazil,Premier League,78,80,72,73,82,53,76,10335
Rodrigo Nascimento França,Rodrigo Becão,CB++,Fenerbahçe,Brazil,Trendyol Süper Lig,78,54,33,56,56,79,79,9540
Wilfred Ndidi,Ndidi,CDM++,Leicester City,Nigeria,Premier League,78,65,65,73,74,75,80,10335
Saúl Ñíguez Esclápez,Saúl,CM++,Sevilla FC,Spain,LALIGA EA SPORTS,78,69,75,76,77,77,75,10335
Caio Henrique Oliveira Silva,Caio Henrique,LB++,AS Monaco,Brazil,Ligue 1 Uber Eats,78,77,58,78,78,72,66,10335
Amadou Onana,Onana,CDM++,Aston Villa,Belgium,Premier League,78,72,59,71,72,76,79,10335
Alex Oxlade-Chamberlain,Oxlade-Chamberlain,CM++,Beşiktaş,England,Trendyol Süper Lig,78,78,75,77,81,67,72,11130
Emerson Palmieri dos Santos,Emerson,LB++,West Ham,Italy,Premier League,78,79,63,75,78,73,65,10335
Alfonso Pedraza Sag,Pedraza,LB++,Villarreal CF,Spain,LALIGA EA SPORTS,78,79,72,72,76,74,75,10335
Nicolas Pépé,Pépé,RM++,Villarreal CF,Côte d'Ivoire,LALIGA EA SPORTS,78,87,76,74,81,36,64,10335
Roberto Pereyra,Pereyra,CM++,AEK Athens,Argentina,Hellas Liga,78,76,74,78,81,68,70,10335
Stefan Posch,Posch,RB++,Bologna,Austria,Serie A TIM,78,75,55,68,65,79,75,10335
Cameron Puertas,Puertas,CM++,Al Qadisiyah,Switzerland,ROSHN Saudi League,78,74,75,79,79,69,75,11130
Ricard Puig Martí,Riqui Puig,CM++,LA Galaxy,Spain,MLS,78,70,67,76,82,56,52,10335
Predrag Rajković,Rajković,GK++,Al Ittihad,Serbia,ROSHN Saudi League,78,77,76,74,81,25,79,10335
Jacob Ramsey,Ramsey,LM++,Aston Villa,England,Premier League,78,78,75,73,80,68,74,10335
Giacomo Raspadori,Raspadori,CAM++,SSC Napoli,Italy,Serie A TIM,78,79,77,68,82,27,56,9540
Guillaume Restes,Restes,GK++,Toulouse FC,France,Ligue 1 Uber Eats,78,78,74,80,80,40,77,10335
Diego Rico Salguero,Diego Rico,LB++,Getafe CF,Spain,LALIGA EA SPORTS,78,73,55,78,73,77,77,10335
Marc Roca Junqué,Marc Roca,CDM++,Real Betis,Spain,LALIGA EA SPORTS,78,61,65,75,74,72,73,10335
Kirian Rodríguez,Kirian,CM++,UD Las Palmas,Spain,LALIGA EA SPORTS,78,68,75,75,77,72,73,10335
Nicolò Rovella,Rovella,CM++,Latium,Italy,Serie A TIM,78,77,63,76,77,75,73,10335
Mathew Ryan,Ryan,GK++,AS Roma,Australia,Serie A TIM,78,76,78,80,79,52,77,10335
Alexis Saelemaekers,Saelemaekers,LM++,Milano FC,Belgium,Serie A TIM,78,80,67,75,81,64,64,10335
Giorgio Scalvini,Scalvini,CB++,Bergamo Calcio,Italy,Serie A TIM,78,55,35,57,61,80,73,9540
Marcos Senesi,Senesi,CB++,AFC Bournemouth,Argentina,Premier League,78,57,42,70,72,79,77,9540
Mykola Shaparenko,Shaparenko,CM++,Dynamo Kyiv,Ukraine,Ukrayina Liha,78,78,71,78,80,67,71,10335
Andreas Skov Olsen,Skov Olsen,RM++,Club Brugge,Denmark,1A Pro League,78,86,78,73,79,39,70,10335
Çağlar Söyüncü,Söyüncü,CB++,Fenerbahçe,Türkiye,Trendyol Süper Lig,78,69,47,59,65,77,78,9540
Angelo Stiller,Stiller,CDM++,VfB Stuttgart,Germany,Bundesliga,78,58,57,78,78,73,69,10335
Malick Thiaw,Thiaw,CB++,Milano FC,Germany,Serie A TIM,78,73,47,69,72,77,78,10335
Takehiro Tomiyasu,Tomiyasu,RB++,Arsenal,Japan,Premier League,78,69,33,67,72,80,80,10335
Gernot Trauner,Trauner,CB++,Feyenoord,Austria,Eredivisie,78,56,57,67,67,79,80,10335
Francisco Trincão,Trincão,RW++,Sporting CP,Portugal,Liga Portugal,78,78,77,72,83,39,59,10335
Enes Ünal,Ünal,ST++,AFC Bournemouth,Türkiye,Premier League,78,67,80,68,77,40,80,10335
Alan Varela,Varela,CDM++,FC Porto,Argentina,Liga Portugal,78,67,62,74,73,74,78,10335
Tammy Abraham,Abraham,ST++,AS Roma,England,Serie A TIM,78,78,76,65,75,36,77,10335
Tosin Adarabioyo,Adarabioyo,CB++,Chelsea,England,Premier League,78,72,35,63,63,78,78,9540
Amine Adli,Adli,ST++,Leverkusen,Morocco,Bundesliga,78,83,76,69,82,42,74,10335
Miguel Almirón,Almirón,RW++,Newcastle Utd,Paraguay,Premier League,78,87,75,73,80,57,65,10335
Nadiem Amiri,Amiri,CM++,1. FSV Mainz 05,Germany,Bundesliga,78,67,74,80,82,60,69,10335
Sofyan Amrabat,Amrabat,CDM++,Fiorentina,Morocco,Serie A TIM,78,65,69,73,75,74,80,10335
Michail Antonio,Antonio,ST++,West Ham,Jamaica,Premier League,78,77,74,72,76,54,82,10335
Mauro Arambarri,Arambarri,CDM++,Getafe CF,Uruguay,LALIGA EA SPORTS,78,60,65,72,74,78,78,10335
Cristian Arango,Arango,ST++,Real Salt Lake,Colombia,MLS,78,75,79,71,77,36,74,10335
Benoît Badiashile,Badiashile,CB++,Chelsea,France,Premier League,78,62,47,67,60,78,77,9540
Antonín Barák,Barák,CM++,Fiorentina,Czechia,Serie A TIM,78,69,77,79,79,65,73,10335
Ricardo Barbosa Pereira,Ricardo Pereira,RB++,Leicester City,Portugal,Premier League,78,73,66,76,77,77,71,10335
Melvin Bard,Bard,LB++,OGC Nice,France,Ligue 1 Uber Eats,78,78,52,69,74,75,76,10335
Ross Barkley,Barkley,CM++,Aston Villa,England,Premier League,78,53,75,78,77,63,74,10335
Marc Bartra Aregall,Marc Bartra,CB++,Real Betis,Spain,LALIGA EA SPORTS,78,68,61,71,72,78,75,10335
Andrea Belotti,Belotti,ST++,Como,Italy,Serie A TIM,78,69,77,58,75,38,80,9540
Francisco José Beltrán Peinado,Fran Beltrán,CDM++,RC Celta,Spain,LALIGA EA SPORTS,78,58,56,77,75,76,66,10335
Saïd Benrahma,Benrahma,LW++,OL,Algeria,Ligue 1 Uber Eats,78,73,75,75,82,40,57,10335
Ramy Bensebaini,Bensebaini,LB++,Borussia Dortmund,Algeria,Bundesliga,78,75,70,70,75,78,77,10335
Nabil Bentaleb,Bentaleb,CDM++,LOSC Lille,Algeria,Ligue 1 Uber Eats,78,52,72,77,79,71,75,10335
Mergim Berisha,Berisha,ST++,TSG Hoffenheim,Germany,Bundesliga,78,71,79,72,75,37,72,10335
Jan-Niklas Beste,Beste,LM++,SL Benfica,Germany,Liga Portugal,78,78,72,79,76,60,64,10335
Veljko Birmančević,Birmančević,RW++,Sparta Praha,Serbia,Česká Liga,78,78,73,74,81,38,59,10335
Norberto Murara Neto,Neto,GK++,Arsenal,Brazil,Premier League,78,80,72,73,82,53,76,10335
Kurt Zouma,Zouma,CB++,Al Orobah,France,ROSHN Saudi League,78,52,51,61,56,78,82,9540
Sam Johnstone,Johnstone,GK++,Wolves,England,Premier League,78,79,79,69,80,41,76,10335
Rick Karsdorp,Karsdorp,RB++,PSV,Netherlands,Eredivisie,78,81,63,74,76,73,80,10335
Sofyan Amrabat,Amrabat,CDM++,Fenerbahçe,Morocco,Trendyol Süper Lig,78,65,69,73,75,74,80,10335
Joan Jordán Moreno,Joan Jordán,CM++,D. Alavés,Spain,LALIGA EA SPORTS,78,54,75,78,75,69,75,10335
Daniel Castelo Podence,Daniel Podence,LM++,Al Shabab,Portugal,ROSHN Saudi League,78,84,66,71,84,33,49,9540
Trevoh Chalobah,Chalobah,CB++,Crystal Palace,England,Premier League,78,67,50,67,67,78,78,10335
Tammy Abraham,Abraham,ST++,Milano FC,England,Serie A TIM,78,78,76,65,75,36,77,10335
Antonín Barák,Barák,CM++,Kasımpaşa,Czechia,Trendyol Süper Lig,78,69,77,79,79,65,73,10335
Scott McTominay,McTominay,CDM++,SSC Napoli,Scotland,Serie A TIM,78,55,78,71,73,75,84,10335
Alexis Saelemaekers,Saelemaekers,LM++,AS Roma,Belgium,Serie A TIM,78,80,67,75,81,64,64,10335
Cameron Puertas,Puertas,CM++,Al Qadisiyah,Spain,ROSHN Saudi League,78,74,75,79,79,69,75,11130
Francisco F. da Conceição,Francisco Conceição,RM++,Juventus,Portugal,Serie A TIM,78,87,67,71,83,36,50,9540
Emiliano Buendía,Buendía,RM++,Leverkusen,Argentina,Bundesliga,78,69,74,80,82,66,66,10335
Mergim Berisha,Berisha,ST++,FC Augsburg,Germany,Bundesliga,78,71,79,72,75,37,72,10335
Lilian Brassier,Brassier,CB++,Stade Rennais FC,France,Ligue 1 Uber Eats,78,69,37,65,69,79,75,9540
Juan Miguel Jiménez López,Juanmi,LM++,Getafe CF,Spain,LALIGA EA SPORTS,78,78,77,71,80,31,62,9540
Stefan Posch,Posch,RB++,Bergamo Calcio,Austria,Serie A TIM,78,75,55,68,65,79,75,10335
Cristian Arango,Arango,ST++,SJ Earthquakes,Colombia,MLS,78,75,79,71,77,36,74,10335
Mathew Ryan,Ryan,GK++,RC Lens,Australia,Ligue 1 Uber Eats,78,76,78,80,79,52,77,10335
Andreas Skov Olsen,Skov Olsen,RM++,VfL Wolfsburg,Denmark,Bundesliga,78,86,78,73,79,39,70,10335
Ander Herrera Agüera,Ander Herrera,CM++,Boca Juniors,Spain,Sudamericana,78,59,71,78,78,79,74,10335
Kobbie Mainoo,Mainoo,CDM++,Manchester Utd,England,Premier League,77,74,66,74,81,73,72,8190
Enzo Le Fée,Le Fée,CM++,AS Roma,France,Serie A TIM,77,63,57,78,80,62,57,7560
Matías Soulé,Soulé,RM++,AS Roma,Argentina,Serie A TIM,77,75,69,74,81,36,56,7560
Mathías Olivera,Olivera,LB++,SSC Napoli,Uruguay,Serie A TIM,77,71,50,68,71,75,73,8190
Andrea Cambiaso,Cambiaso,RB++,Juventus,Italy,Serie A TIM,77,78,61,76,77,72,66,8190
Janis Blaswich,Blaswich,GK++,RB Salzburg,Germany,Ö. Bundesliga,77,77,75,70,80,43,76,8190
Vincent Aboubakar,Aboubakar,ST++,Beşiktaş,Cameroon,Trendyol Süper Lig,77,70,79,71,77,36,78,8190
Tyler Adams,Adams,CDM++,AFC Bournemouth,United States,Premier League,77,77,50,68,72,77,74,8190
Yacine Adli,Adli,CDM++,Milano FC,France,Serie A TIM,77,70,69,80,77,71,70,8190
Emmanuel Agbadou,Agbadou,CB++,Stade de Reims,Côte d'Ivoire,Ligue 1 Uber Eats,77,63,47,55,60,76,83,7560
Julen Agirrezabala,Agirrezabala,GK++,Athletic Club,Spain,LALIGA EA SPORTS,77,78,75,73,75,32,79,8190
Ruben Aguilar,Aguilar,RB++,RC Lens,France,Ligue 1 Uber Eats,77,71,53,70,75,73,76,8190
Kerem Aktürkoğlu,Aktürkoğlu,LM++,Galatasaray,Türkiye,Trendyol Süper Lig,77,86,72,71,78,35,56,7560
Omar Alderete,Alderete,CB++,Getafe CF,Paraguay,LALIGA EA SPORTS,77,63,61,62,69,78,78,8190
Luís Manuel Arantes Maximiano,Luís Maximiano,GK++,UD Almería,Portugal,LALIGA HYPERMOTION,77,77,75,72,79,55,72,8190
Gabriel Armando de Abreu,Gabriel Paulista,CB++,Beşiktaş,Brazil,Trendyol Süper Lig,77,63,49,66,62,78,76,7560
Franco Armani,Armani,GK++,River Plate,Argentina,Libertadores,77,74,76,68,80,46,79,8190
Loïc Badé,Badé,CB++,Sevilla FC,France,LALIGA EA SPORTS,77,55,45,56,63,77,77,7560
Anastasios Bakasetas,Bakasetas,CAM++,Panathinaikos,Greece,Hellas Liga,77,68,80,76,77,59,76,8190
Ridle Baku,Baku,RB++,VfL Wolfsburg,Germany,Bundesliga,77,82,72,73,81,71,76,8820
Iván Balliu,Balliu,RB++,Rayo Vallecano,Albania,LALIGA EA SPORTS,77,81,51,70,74,72,71,8190
Folarin Balogun,Balogun,ST++,AS Monaco,United States,Ligue 1 Uber Eats,77,84,77,62,77,23,69,7560
Jonathan Bamba,Bamba,LM++,RC Celta,Côte d'Ivoire,LALIGA EA SPORTS,77,83,73,73,79,39,67,8190
Igor Guilherme Barbosa da Paixão,Igor Paixão,LW++,Feyenoord,Brazil,Eredivisie,77,85,73,72,79,32,66,8190
Michy Batshuayi,Batshuayi,ST++,Galatasaray,Belgium,Trendyol Süper Lig,77,78,78,64,75,36,79,8190
Federico Bernardeschi,Bernardeschi,RW++,Toronto FC,Italy,MLS,77,76,73,77,81,54,67,8190
Sam Beukema,Beukema,CB++,Bologna,Netherlands,Serie A TIM,77,49,55,60,62,78,76,7560
Justin Bijlow,Bijlow,GK++,Feyenoord,Netherlands,Eredivisie,77,80,75,77,77,48,74,8190
Philip Billing,Billing,CM++,AFC Bournemouth,Denmark,Premier League,77,50,77,73,73,72,80,8190
Ludovic Blas,Blas,RM++,Stade Rennais FC,France,Ligue 1 Uber Eats,77,73,77,76,79,58,64,8190
Jérémie Boga,Boga,LW++,OGC Nice,Côte d'Ivoire,Ligue 1 Uber Eats,77,85,70,72,82,39,64,8190
Willy Boly,Boly,CB++,Nott'm Forest,Côte d'Ivoire,Premier League,77,34,36,60,58,77,78,7560
Santiago Bueno,Bueno,CB++,Wolves,Uruguay,Premier League,77,50,31,56,56,78,78,7560
Jean Butez,Butez,GK++,Royal Antwerp FC,France,1A Pro League,77,76,76,78,78,49,77,8190
Vitaliy Buyalskyi,Buyalskyi,CAM++,Dynamo Kyiv,Ukraine,Ukrayina Liha,77,74,71,74,78,68,56,8190
Uğurcan Çakır,Çakır,GK++,Trabzonspor,Türkiye,Trendyol Süper Lig,77,78,76,74,73,54,80,8190
Dominic Calvert-Lewin,Calvert-Lewin,ST++,Everton,England,Premier League,77,75,74,63,73,39,76,8190
Gianluca Caprari,Caprari,CAM++,Monza,Italy,Serie A TIM,77,77,74,76,80,36,49,7560
Tiago Carvalho Santos,Tiago Santos,RB++,LOSC Lille,Portugal,Ligue 1 Uber Eats,77,83,56,71,77,72,66,8190
Nicolò Casale,Casale,CB++,Latium,Italy,Serie A TIM,77,74,53,66,68,77,77,8190
Timothy Castagne,Castagne,RB++,Fulham,Belgium,Premier League,77,72,57,71,73,74,72,8190
Gaetano Castrovilli,Castrovilli,CM++,Latium,Italy,Serie A TIM,77,69,67,76,82,66,65,8190
Danilo Cataldi,Cataldi,CDM++,Latium,Italy,Serie A TIM,77,68,71,77,78,73,71,8190
Edinson Cavani,Cavani,ST++,Boca Juniors,Uruguay,Sudamericana,77,52,80,68,71,51,71,7560
Julian Chabot,Chabot,CB++,VfB Stuttgart,Germany,Bundesliga,77,51,29,44,56,78,83,7560
Farès Chaïbi,Chaïbi,CAM++,Frankfurt,Algeria,Bundesliga,77,75,70,77,77,68,73,8190
Brendan Chardonnet,Chardonnet,CB++,Stade Brestois 29,France,Ligue 1 Uber Eats,77,48,46,54,60,78,76,7560
Jasper Cillessen,Cillessen,GK++,UD Las Palmas,Netherlands,LALIGA EA SPORTS,77,76,76,73,76,54,77,8190
Patrick Ciurria,Ciurria,RM++,Monza,Italy,Serie A TIM,77,81,72,77,77,53,58,8190
Levi Colwill,Colwill,CB++,Chelsea,England,Premier League,77,69,40,68,68,77,77,7560
Lewis Cook,Cook,CDM++,AFC Bournemouth,England,Premier League,77,60,62,75,77,73,68,8190
Domilson Cordeiro dos Santos,Dodô,RB++,Fiorentina,Brazil,Serie A TIM,77,85,59,73,78,71,70,8190
Evander da Silva Ferreira,Evander,CAM++,Portland Timbers-Thorns,Brazil,MLS,77,72,73,77,80,66,70,8190
Thijs Dallinga,Dallinga,ST++,Bologna,Netherlands,Serie A TIM,77,72,77,65,72,30,67,7560
Arnaut Danjuma,Danjuma,ST++,Villarreal CF,Netherlands,LALIGA EA SPORTS,77,83,75,74,80,44,67,8190
Craig Dawson,Dawson,CB++,Wolves,England,Premier League,77,34,47,62,54,79,75,7560
Rodinei Marcelo de Almeida,Rodinei,RB++,Olympiacos FC,Brazil,Hellas Liga,77,81,61,69,77,70,71,8190
Jorge de Frutos Sebastián,De Frutos,RM++,Rayo Vallecano,Spain,LALIGA EA SPORTS,77,83,71,72,78,41,64,8190
Vanderson de Oliveira Campos,Vanderson,RB++,AS Monaco,Brazil,Ligue 1 Uber Eats,77,77,62,74,77,72,71,8190
Raúl De Tomás Gómez,Raúl De Tomás,ST++,Rayo Vallecano,Spain,LALIGA EA SPORTS,77,74,76,76,78,40,72,8190
Kiril Despodov,Despodov,RM++,PAOK FC,Bulgaria,Hellas Liga,77,89,77,71,76,29,66,8190
Bafodé Diakité,Diakité,CB++,LOSC Lille,France,Ligue 1 Uber Eats,77,75,41,63,70,76,77,8190
Álvaro Djaló Dias Fernandes,Álvaro Djaló,RM++,Athletic Club,Spain,LALIGA EA SPORTS,77,90,70,71,80,50,59,8190
Lucas Martínez Quarta,Martínez Quarta,CB++,Fiorentina,Argentina,Serie A TIM,77,56,56,69,70,76,78,8190
Dwight McNeil,McNeil,LM++,Everton,England,Premier League,77,68,73,77,78,55,68,8190
Luis Milla Manzanares,Luis Milla,CM++,Getafe CF,Spain,LALIGA EA SPORTS,77,68,72,77,74,75,73,8190
Enzo Millot,Millot,CAM++,VfB Stuttgart,France,Bundesliga,77,75,69,74,81,61,57,8190
Rafael Mir Vicente,Rafa Mir,ST++,Valencia CF,Spain,LALIGA EA SPORTS,77,76,77,66,72,45,79,8190
Tyrick Mitchell,Mitchell,LB++,Crystal Palace,England,Premier League,77,75,41,62,73,76,69,7560
Alberto Moleiro González,Moleiro,LM++,UD Las Palmas,Spain,LALIGA EA SPORTS,77,83,66,73,81,51,62,8190
Lorenzo Montipò,Montipò,GK++,Hellas Verona,Italy,Serie A TIM,77,75,73,69,83,42,75,8190
Cristhian Mosquera Ibargüen,Mosquera,CB++,Valencia CF,Spain,LALIGA EA SPORTS,77,76,46,60,56,79,77,7560
Youssoufa Moukoko,Moukoko,ST++,Borussia Dortmund,Germany,Bundesliga,77,77,76,59,80,34,67,7560
João Filipe Moutinho,João Moutinho,CM++,SC Braga,Portugal,Liga Portugal,77,39,67,80,75,68,63,7560
Yvon Mvogo,Mvogo,GK++,FC Lorient,Switzerland,Ligue 2 BKT,77,78,77,74,77,42,76,8190
Vitaliy Mykolenko,Mykolenko,LB++,Everton,Ukraine,Premier League,77,75,51,65,61,76,69,7560
Wendell Nascimento Borges,Wendell,LB++,FC Porto,Brazil,Liga Portugal,77,82,57,72,76,71,73,8190
Evan Ndicka,Ndicka,CB++,AS Roma,Côte d'Ivoire,Serie A TIM,77,74,53,68,69,77,77,8190
João Mário Neto Lopes,João Mário,RB++,FC Porto,Portugal,Liga Portugal,77,85,63,72,77,69,67,8190
Lukas Nmecha,Nmecha,ST++,VfL Wolfsburg,Germany,Bundesliga,77,76,77,66,77,40,77,8190
Christian Nørgaard,Nørgaard,CDM++,Brentford,Denmark,Premier League,77,52,60,70,69,76,78,8190
Unai Núñez Gestoso,Unai Núñez,CB++,RC Celta,Spain,LALIGA EA SPORTS,77,69,24,51,51,77,78,7560
David Ospina,Ospina,GK++,Atl. Nacional,Colombia,Liga Colombia,77,77,74,78,80,53,80,8190
Aitor Paredes Casamichana,Aitor Paredes,CB++,Athletic Club,Spain,LALIGA EA SPORTS,77,72,36,49,56,78,75,7560
Bruno Petković,Petković,ST++,Dinamo Zagreb,Croatia,Liga Hrvatska,77,72,74,78,78,40,76,8190
Germán Pezzella,Pezzella,CB++,River Plate,Argentina,Libertadores,77,54,49,52,57,79,75,7560
Kalvin Phillips,Phillips,CDM++,Ipswich,England,Premier League,77,58,65,73,73,75,74,8190
Alassane Plea,Plea,ST++,M'gladbach,France,Bundesliga,77,66,77,79,79,39,71,8190
Yussuf Poulsen,Poulsen,ST++,RB Leipzig,Denmark,Bundesliga,77,72,71,67,74,56,80,8190
Juan Fernando Quintero,Quintero,CAM++,Racing Club,Colombia,Sudamericana,77,62,76,79,81,41,54,7560
Luiz Felipe Ramos Marchi,Luiz Felipe,CB++,Al Ittihad,Italy,ROSHN Saudi League,77,72,29,61,68,77,75,7560
